Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Sacks
James Neal,UTEP,704,2023-24,1,[3],['09/02/2023'],['UIW'],[1.0]
Praise Amaewhule,UTEP,704,2023-24,4,"[2, 6, 7, 8]","['08/26/2023', '09/29/2023', '10/11/2023', '10/18/2023']","['Jacksonville St.', 'Louisiana Tech', 'FIU', 'New Mexico St.']","[1.0, 1.0, 2.0, 1.0]"
Bryton Thompson,UTEP,704,2023-24,1,[4],['09/16/2023'],['Arizona'],[1.0]
Tyrice Knight,UTEP,704,2023-24,4,"[3, 4, 7, 11]","['09/02/2023', '09/16/2023', '10/11/2023', '11/18/2023']","['UIW', 'Arizona', 'FIU', 'Middle Tenn.']","[1.0, 1.0, 1.0, 1.0]"
Asyrus Simon,UTSA,706,2023-24,1,[4],['09/23/2023'],['Tennessee'],[1.0]
Ronald Triplette,UTSA,706,2023-24,1,[7],['10/21/2023'],['Fla. Atlantic'],[1.0]
Martavius French,UTSA,706,2023-24,1,[11],['11/17/2023'],['South Fla.'],[1.0]
Brandon Matterson,UTSA,706,2023-24,5,"[4, 8, 9, 10, 13]","['09/23/2023', '10/28/2023', '11/04/2023', '11/11/2023', '12/19/2023']","['Tennessee', 'East Carolina', 'North Texas', 'Rice', 'Marshall']","[1.0, 1.0, 1.0, 1.0, 1.0]"
Kameryn Alexander,UTSA,706,2023-24,1,[13],['12/19/2023'],['Marshall'],[1.0]
Owen Pewee,UTSA,706,2023-24,1,[8],['10/28/2023'],['East Carolina'],[1.0]
Trumane Bell II,UTSA,706,2023-24,2,"[2, 13]","['09/09/2023', '12/19/2023']","['Texas St.', 'Marshall']","[1.0, 1.0]"
Nick Booker-Brown,UTSA,706,2023-24,2,"[2, 13]","['09/09/2023', '12/19/2023']","['Texas St.', 'Marshall']","[1.0, 1.0]"
Jimmori Robinson,UTSA,706,2023-24,2,"[2, 5]","['09/09/2023', '10/07/2023']","['Texas St.', 'Temple']","[1.0, 1.0]"
Brandon Brown,UTSA,706,2023-24,1,[9],['11/04/2023'],['North Texas'],[1.0]
Joe Evans,UTSA,706,2023-24,2,"[6, 7]","['10/14/2023', '10/21/2023']","['UAB', 'Fla. Atlantic']","[1.0, 1.0]"
Rashad Wisdom,UTSA,706,2023-24,2,"[6, 9]","['10/14/2023', '11/04/2023']","['UAB', 'North Texas']","[1.0, 1.0]"
Trey Moore,UTSA,706,2023-24,6,"[1, 2, 6, 7, 8, 10]","['09/02/2023', '09/09/2023', '10/14/2023', '10/21/2023', '10/28/2023', '11/11/2023']","['Houston', 'Texas St.', 'UAB', 'Fla. Atlantic', 'East Carolina', 'Rice']","[1.0, 3.0, 3.5, 1.5, 3.0, 2.0]"
Jamal Ligon,UTSA,706,2023-24,1,[12],['11/24/2023'],['Tulane'],[1.0]
Tai Leonard,UTSA,706,2023-24,2,"[7, 10]","['10/21/2023', '11/11/2023']","['Fla. Atlantic', 'Rice']","[1.0, 1.0]"
Donyai Taylor,UTSA,706,2023-24,2,"[1, 10]","['09/02/2023', '11/11/2023']","['Houston', 'Rice']","[1.0, 1.0]"
Avery Morris,UTSA,706,2023-24,2,"[2, 13]","['09/09/2023', '12/19/2023']","['Texas St.', 'Marshall']","[1.0, 1.0]"
Jeremiah Peters,Toledo,709,2023-24,1,[4],['09/23/2023'],['Western Mich.'],[2.0]
Deshawn Holt,Toledo,709,2023-24,2,"[11, 14]","['11/14/2023', '12/30/2023']","['Bowling Green', 'Wyoming']","[2.0, 1.0]"
Dallas Gant,Toledo,709,2023-24,1,[8],['10/21/2023'],['Miami (OH)'],[1.0]
Judge Culpepper,Toledo,709,2023-24,2,"[11, 12]","['11/14/2023', '11/24/2023']","['Bowling Green', 'Central Mich.']","[1.0, 2.5]"
D'Andre Ragin,Toledo,709,2023-24,2,"[12, 13]","['11/24/2023', '12/02/2023']","['Central Mich.', 'Miami (OH)']","[1.5, 1.0]"
Esean Carter,Toledo,709,2023-24,1,[14],['12/30/2023'],['Wyoming'],[1.0]
Adrian Woliver,Toledo,709,2023-24,1,[8],['10/21/2023'],['Miami (OH)'],[2.0]
Darius Alexander,Toledo,709,2023-24,1,[14],['12/30/2023'],['Wyoming'],[1.0]
Martez Poynter,Toledo,709,2023-24,1,[9],['10/31/2023'],['Buffalo'],[1.0]
Terrance Taylor,Toledo,709,2023-24,2,"[1, 2]","['09/02/2023', '09/09/2023']","['Illinois', 'Texas Southern']","[1.5, 1.0]"
Julian Peterson,Troy,716,2023-24,1,[6],['10/07/2023'],['Arkansas St.'],[1.5]
Richard Jibunor,Troy,716,2023-24,5,"[7, 8, 10, 11, 14]","['10/14/2023', '10/28/2023', '11/11/2023', '11/18/2023', '12/23/2023']","['Army West Point', 'Texas St.', 'ULM', 'Louisiana', 'Duke']","[2.0, 1.0, 3.5, 1.0, 1.0]"
T.J. Jackson,Troy,716,2023-24,2,"[13, 14]","['12/02/2023', '12/23/2023']","['App State', 'Duke']","[1.0, 1.0]"
Dell Pettus,Troy,716,2023-24,1,[13],['12/02/2023'],['App State'],[1.0]
Luis Medina,Troy,716,2023-24,1,[12],['11/25/2023'],['Southern Miss.'],[1.0]
Jordan Stringer,Troy,716,2023-24,1,[8],['10/28/2023'],['Texas St.'],[1.0]
Raymond Cutts,Troy,716,2023-24,1,[3],['09/16/2023'],['James Madison'],[1.0]
Terry Thomas,Troy,716,2023-24,1,[12],['11/25/2023'],['Southern Miss.'],[1.0]
Malaki Pegues,Troy,716,2023-24,1,[12],['11/25/2023'],['Southern Miss.'],[1.5]
Don Callis,Troy,716,2023-24,1,[13],['12/02/2023'],['App State'],[1.0]
Javon Solomon,Troy,716,2023-24,4,"[10, 11, 12, 13]","['11/11/2023', '11/18/2023', '11/25/2023', '12/02/2023']","['ULM', 'Louisiana', 'Southern Miss.', 'App State']","[4.0, 3.0, 1.0, 2.0]"
Zach Edwards,Troy,716,2023-24,1,[11],['11/18/2023'],['Louisiana'],[1.0]
Phillip Lee,Troy,716,2023-24,1,[7],['10/14/2023'],['Army West Point'],[1.0]
O'shai Fletcher,Troy,716,2023-24,1,[9],['11/02/2023'],['South Alabama'],[1.0]
Matthew Fobbs-White,Tulane,718,2023-24,1,[14],['12/27/2023'],['Virginia Tech'],[1.0]
Eric Hicks Jr.,Tulane,718,2023-24,1,[2],['09/09/2023'],['Ole Miss'],[1.0]
Darius Hodges,Tulane,718,2023-24,5,"[2, 3, 5, 6, 11]","['09/09/2023', '09/16/2023', '09/30/2023', '10/13/2023', '11/18/2023']","['Ole Miss', 'Southern Miss.', 'UAB', 'Memphis', 'Fla. Atlantic']","[1.5, 1.0, 1.0, 2.0, 2.0]"
Jarius Monroe,Tulane,718,2023-24,1,[10],['11/11/2023'],['Tulsa'],[1.0]
Kameron Hamilton,Tulane,718,2023-24,3,"[1, 2, 11]","['09/02/2023', '09/09/2023', '11/18/2023']","['South Alabama', 'Ole Miss', 'Fla. Atlantic']","[2.0, 1.0, 1.0]"
Patrick Jenkins,Tulane,718,2023-24,3,"[3, 6, 12]","['09/16/2023', '10/13/2023', '11/24/2023']","['Southern Miss.', 'Memphis', 'UTSA']","[1.0, 1.0, 1.0]"
Devean Deal,Tulane,718,2023-24,4,"[4, 5, 8, 13]","['09/23/2023', '09/30/2023', '10/28/2023', '12/02/2023']","['Nicholls', 'UAB', 'Rice', 'SMU']","[1.0, 1.0, 1.0, 1.0]"
Jared Small,Tulane,718,2023-24,2,"[4, 9]","['09/23/2023', '11/04/2023']","['Nicholls', 'East Carolina']","[1.0, 1.0]"
Tyler Grubbs,Tulane,718,2023-24,3,"[7, 10, 11]","['10/21/2023', '11/11/2023', '11/18/2023']","['North Texas', 'Tulsa', 'Fla. Atlantic']","[1.0, 1.0, 1.0]"
Corey Platt Jr.,Tulane,718,2023-24,1,[1],['09/02/2023'],['South Alabama'],[1.0]
Keith Cooper Jr.,Tulane,718,2023-24,4,"[3, 4, 11, 12]","['09/16/2023', '09/23/2023', '11/18/2023', '11/24/2023']","['Southern Miss.', 'Nicholls', 'Fla. Atlantic', 'UTSA']","[1.0, 1.0, 1.0, 2.0]"
Vontroy Malone,Tulsa,719,2023-24,1,[6],['10/07/2023'],['Fla. Atlantic'],[1.0]
Ben Kopenski,Tulsa,719,2023-24,3,"[6, 9, 11]","['10/07/2023', '11/04/2023', '11/18/2023']","['Fla. Atlantic', 'Charlotte', 'North Texas']","[2.0, 1.0, 3.0]"
Owen Ostroski,Tulsa,719,2023-24,3,"[1, 7, 8]","['08/31/2023', '10/19/2023', '10/28/2023']","['Ark.-Pine Bluff', 'Rice', 'SMU']","[1.5, 1.0, 1.0]"
Mitchell Kulkin,Tulsa,719,2023-24,1,[12],['11/25/2023'],['East Carolina'],[1.0]
Coleton Smith,Tulsa,719,2023-24,1,[12],['11/25/2023'],['East Carolina'],[1.0]
Julien Simon,Tulsa,719,2023-24,2,"[11, 12]","['11/18/2023', '11/25/2023']","['North Texas', 'East Carolina']","[1.0, 1.0]"
James Tomasi,Air Force,721,2023-24,1,[1],['09/02/2023'],['Robert Morris'],[1.0]
Jayden Goodwin,Air Force,721,2023-24,1,[10],['11/11/2023'],['Hawaii'],[1.0]
Caden Blum,Air Force,721,2023-24,1,[12],['11/24/2023'],['Boise St.'],[1.0]
Bo Richter,Air Force,721,2023-24,7,"[2, 5, 6, 7, 8, 11, 13]","['09/09/2023', '09/30/2023', '10/14/2023', '10/21/2023', '10/28/2023', '11/18/2023', '12/23/2023']","['Sam Houston', 'San Diego St.', 'Wyoming', 'Navy', 'Colorado St.', 'UNLV', 'James Madison']","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0]"
Payton Zdroik,Air Force,721,2023-24,3,"[2, 6, 7]","['09/09/2023', '10/14/2023', '10/21/2023']","['Sam Houston', 'Wyoming', 'Navy']","[1.0, 1.0, 1.0]"
PJ RAMSEY,Air Force,721,2023-24,7,"[1, 2, 3, 6, 7, 8, 11]","['09/02/2023', '09/09/2023', '09/15/2023', '10/14/2023', '10/21/2023', '10/28/2023', '11/18/2023']","['Robert Morris', 'Sam Houston', 'Utah St.', 'Wyoming', 'Navy', 'Colorado St.', 'UNLV']","[1.0, 1.0, 1.5, 1.0, 1.0, 1.0, 1.0]"
Alec Mock,Air Force,721,2023-24,1,[3],['09/15/2023'],['Utah St.'],[2.0]
Jimmy Ciarlo,Army West Point,725,2023-24,3,"[1, 2, 4]","['09/02/2023', '09/09/2023', '09/23/2023']","['ULM', 'Delaware St.', 'Syracuse']","[1.0, 1.0, 1.0]"
Quindrelin Hammonds,Army West Point,725,2023-24,2,"[9, 10]","['11/04/2023', '11/11/2023']","['Air Force', 'Holy Cross']","[1.0, 1.0]"
Jackson Powell,Army West Point,725,2023-24,3,"[2, 3, 12]","['09/09/2023', '09/15/2023', '12/09/2023']","['Delaware St.', 'UTSA', 'Navy']","[1.0, 1.0, 1.0]"
Jack Latore,Army West Point,725,2023-24,2,"[5, 10]","['10/07/2023', '11/11/2023']","['Boston College', 'Holy Cross']","[1.0, 1.5]"
Kalib Fortner,Army West Point,725,2023-24,1,[12],['12/09/2023'],['Navy'],[1.0]
Kyle Lewis,Army West Point,725,2023-24,1,[2],['09/09/2023'],['Delaware St.'],[1.0]
Leo Lowin,Army West Point,725,2023-24,2,"[9, 10]","['11/04/2023', '11/11/2023']","['Air Force', 'Holy Cross']","[1.0, 2.0]"
Trey Sofia,Army West Point,725,2023-24,1,[2],['09/09/2023'],['Delaware St.'],[1.0]
Elo Modozie,Army West Point,725,2023-24,1,[2],['09/09/2023'],['Delaware St.'],[1.0]
Clay Cromwell,Navy,726,2023-24,2,"[5, 10]","['10/07/2023', '11/18/2023']","['North Texas', 'East Carolina']","[2.0, 1.0]"
Justin Reed,Navy,726,2023-24,4,"[5, 6, 9, 10]","['10/07/2023', '10/14/2023', '11/11/2023', '11/18/2023']","['North Texas', 'Charlotte', 'UAB', 'East Carolina']","[1.0, 1.0, 1.5, 1.0]"
Andrew Duhart,Navy,726,2023-24,1,[5],['10/07/2023'],['North Texas'],[1.0]
Jacob Busic,Navy,726,2023-24,1,[2],['09/09/2023'],['Wagner'],[1.0]
Xavier MCDONALD,Navy,726,2023-24,3,"[3, 4, 5]","['09/14/2023', '09/30/2023', '10/07/2023']","['Memphis', 'South Fla.', 'North Texas']","[1.0, 1.0, 1.0]"
Eavan Gibbons,Navy,726,2023-24,1,[11],['11/25/2023'],['SMU'],[1.0]
Donald BERNIARDJr,Navy,726,2023-24,1,[4],['09/30/2023'],['South Fla.'],[1.0]
Luke Pirris,Navy,726,2023-24,3,"[4, 5, 6]","['09/30/2023', '10/07/2023', '10/14/2023']","['South Fla.', 'North Texas', 'Charlotte']","[1.0, 1.0, 1.0]"
Will HARBOUR,Navy,726,2023-24,2,"[4, 5]","['09/30/2023', '10/07/2023']","['South Fla.', 'North Texas']","[1.0, 1.0]"
Landon Robinson,Navy,726,2023-24,3,"[6, 9, 10]","['10/14/2023', '11/11/2023', '11/18/2023']","['Charlotte', 'UAB', 'East Carolina']","[1.0, 1.0, 1.0]"
Colin Ramos,Navy,726,2023-24,2,"[7, 9]","['10/21/2023', '11/11/2023']","['Air Force', 'UAB']","[1.0, 1.0]"
Cole Joyce,Utah St.,731,2023-24,2,"[1, 2]","['09/09/2023', '09/15/2023']","['Idaho St.', 'Air Force']","[1.0, 1.0]"
Cian Slone,Utah St.,731,2023-24,2,"[6, 7]","['10/13/2023', '10/21/2023']","['Fresno St.', 'San Jose St.']","[1.0, 1.0]"
Hale Motu'apuaka,Utah St.,731,2023-24,3,"[6, 9, 11]","['10/13/2023', '11/11/2023', '11/24/2023']","['Fresno St.', 'Nevada', 'New Mexico']","[1.0, 1.0, 1.0]"
Enoka Migao,Utah St.,731,2023-24,1,[7],['10/21/2023'],['San Jose St.'],[1.0]
Anthony Switzer,Utah St.,731,2023-24,3,"[4, 9, 10]","['09/30/2023', '11/11/2023', '11/18/2023']","['UConn', 'Nevada', 'Boise St.']","[1.0, 1.0, 1.0]"
Logan Pili,Utah St.,731,2023-24,1,[8],['11/04/2023'],['San Diego St.'],[1.0]
Gavin Barthiel,Utah St.,731,2023-24,1,[12],['09/02/2023'],['Iowa'],[1.0]
Jaiden Francois,Utah St.,731,2023-24,1,[13],['12/23/2023'],['Georgia St.'],[1.0]
Clifton Mosley Jr.,Utah St.,731,2023-24,1,[13],['12/23/2023'],['Georgia St.'],[1.0]
Blaine Spires,Utah St.,731,2023-24,4,"[6, 7, 9, 11]","['10/13/2023', '10/21/2023', '11/11/2023', '11/24/2023']","['Fresno St.', 'San Jose St.', 'Nevada', 'New Mexico']","[1.0, 1.0, 1.0, 2.0]"
Sir Mells,Utah St.,731,2023-24,1,[3],['09/23/2023'],['James Madison'],[1.0]
Paul Fitzgerald,Utah St.,731,2023-24,5,"[1, 5, 6, 9, 13]","['09/09/2023', '10/07/2023', '10/13/2023', '11/11/2023', '12/23/2023']","['Idaho St.', 'Colorado St.', 'Fresno St.', 'Nevada', 'Georgia St.']","[2.0, 1.0, 1.0, 1.0, 3.0]"
Johnathan Hall,Utah,732,2023-24,1,[13],['12/23/2023'],['Northwestern'],[1.0]
Connor O'Toole,Utah,732,2023-24,4,"[7, 9, 11, 12]","['10/21/2023', '11/04/2023', '11/18/2023', '11/25/2023']","['Southern California', 'Arizona St.', 'Arizona', 'Colorado']","[1.0, 1.0, 1.0, 1.0]"
Sione Vaki,Utah,732,2023-24,2,"[4, 10]","['09/23/2023', '11/11/2023']","['UCLA', 'Washington']","[1.0, 1.0]"
Van Fillinger,Utah,732,2023-24,2,"[6, 7]","['10/14/2023', '10/21/2023']","['California', 'Southern California']","[1.5, 1.0]"
Jonah Elliss,Utah,732,2023-24,6,"[1, 4, 5, 6, 7, 9]","['08/31/2023', '09/23/2023', '09/29/2023', '10/14/2023', '10/21/2023', '11/04/2023']","['Florida', 'UCLA', 'Oregon St.', 'California', 'Southern California', 'Arizona St.']","[2.0, 3.5, 2.0, 1.5, 1.0, 2.0]"
Nate Ritchie,Utah,732,2023-24,1,[6],['10/14/2023'],['California'],[1.0]
Junior Tafuna,Utah,732,2023-24,1,[4],['09/23/2023'],['UCLA'],[1.0]
Aliki Vimahi,Utah,732,2023-24,1,[9],['11/04/2023'],['Arizona St.'],[1.0]
Cole Bishop,Utah,732,2023-24,3,"[1, 3, 12]","['08/31/2023', '09/16/2023', '11/25/2023']","['Florida', 'Weber St.', 'Colorado']","[1.0, 1.0, 1.0]"
Keanu Tanuvasa,Utah,732,2023-24,2,"[1, 4]","['08/31/2023', '09/23/2023']","['Florida', 'UCLA']","[1.0, 1.0]"
Logan Fano,Utah,732,2023-24,2,"[1, 3]","['08/31/2023', '09/16/2023']","['Florida', 'Weber St.']","[1.0, 1.0]"
Aeneas DiCosmo,Vanderbilt,736,2023-24,2,"[7, 8]","['10/07/2023', '10/14/2023']","['Florida', 'Georgia']","[1.0, 1.0]"
Kane Patterson,Vanderbilt,736,2023-24,2,"[9, 12]","['10/28/2023', '11/25/2023']","['Ole Miss', 'Tennessee']","[1.0, 1.0]"
Miles Capers,Vanderbilt,736,2023-24,1,[4],['09/16/2023'],['UNLV'],[1.0]
CJ Taylor,Vanderbilt,736,2023-24,2,"[1, 3]","['08/26/2023', '09/09/2023']","['Hawaii', 'Wake Forest']","[1.0, 2.0]"
Langston Patterson,Vanderbilt,736,2023-24,1,[9],['10/28/2023'],['Ole Miss'],[1.0]
Bradley  Mann,Vanderbilt,736,2023-24,1,[10],['11/04/2023'],['Auburn'],[1.0]
Ethan Barr,Vanderbilt,736,2023-24,1,[7],['10/07/2023'],['Florida'],[1.0]
Nate Clifton,Vanderbilt,736,2023-24,3,"[8, 9, 10]","['10/14/2023', '10/28/2023', '11/04/2023']","['Georgia', 'Ole Miss', 'Auburn']","[1.0, 1.0, 1.0]"
Jeffrey Ugochukwu,Vanderbilt,736,2023-24,1,[2],['09/02/2023'],['Alabama A&M'],[1.0]
BJ Diakite,Vanderbilt,736,2023-24,1,[4],['09/16/2023'],['UNLV'],[1.0]
Wilfried Pene,Virginia Tech,742,2023-24,1,[3],['09/02/2023'],['Old Dominion'],[1.0]
Pheldarius Payne,Virginia Tech,742,2023-24,3,"[4, 5, 12]","['09/23/2023', '09/30/2023', '11/25/2023']","['Marshall', 'Pittsburgh', 'Virginia']","[1.5, 1.5, 1.0]"
Alan Tisdale,Virginia Tech,742,2023-24,1,[1],['09/09/2023'],['Purdue'],[1.0]
C.J. McCray,Virginia Tech,742,2023-24,1,[6],['10/07/2023'],['Florida St.'],[1.0]
Keli Lawson,Virginia Tech,742,2023-24,2,"[7, 13]","['10/14/2023', '12/27/2023']","['Wake Forest', 'Tulane']","[1.0, 1.0]"
Mario Kendricks,Virginia Tech,742,2023-24,1,[8],['10/26/2023'],['Syracuse'],[1.0]
Keyshawn Burgos,Virginia Tech,742,2023-24,2,"[3, 8]","['09/02/2023', '10/26/2023']","['Old Dominion', 'Syracuse']","[1.0, 1.0]"
Jorden McDonald,Virginia Tech,742,2023-24,1,[7],['10/14/2023'],['Wake Forest'],[1.0]
Norell Pollard,Virginia Tech,742,2023-24,4,"[6, 8, 11, 12]","['10/07/2023', '10/26/2023', '11/18/2023', '11/25/2023']","['Florida St.', 'Syracuse', 'NC State', 'Virginia']","[1.0, 1.0, 1.0, 1.0]"
Keonta Jenkins,Virginia Tech,742,2023-24,1,[7],['10/14/2023'],['Wake Forest'],[1.0]
Antwaun Powell-Ryland Jr.,Virginia Tech,742,2023-24,4,"[3, 5, 7, 8]","['09/02/2023', '09/30/2023', '10/14/2023', '10/26/2023']","['Old Dominion', 'Pittsburgh', 'Wake Forest', 'Syracuse']","[2.0, 1.0, 4.0, 2.0]"
Cole Nelson,Virginia Tech,742,2023-24,3,"[8, 9, 12]","['10/26/2023', '11/04/2023', '11/25/2023']","['Syracuse', 'Louisville', 'Virginia']","[1.0, 1.0, 2.0]"
Michael Diatta,Virginia,746,2023-24,1,[11],['11/18/2023'],['Duke'],[1.0]
James Jackson,Virginia,746,2023-24,1,[4],['09/22/2023'],['NC State'],[1.0]
Kameron Butler,Virginia,746,2023-24,2,"[3, 4]","['09/09/2023', '09/22/2023']","['James Madison', 'NC State']","[1.0, 1.0]"
Ben Smiley III,Virginia,746,2023-24,2,"[7, 9]","['10/21/2023', '11/04/2023']","['North Carolina', 'Georgia Tech']","[1.0, 1.0]"
Kam Robinson,Virginia,746,2023-24,1,[10],['11/09/2023'],['Louisville'],[1.0]
Jahmeer Carter,Virginia,746,2023-24,1,[7],['10/21/2023'],['North Carolina'],[1.0]
Paul Akere,Virginia,746,2023-24,1,[10],['11/09/2023'],['Louisville'],[1.0]
Chelen Garnes,Wake Forest,749,2023-24,1,[10],['11/11/2023'],['NC State'],[1.0]
Bryce Ganious,Wake Forest,749,2023-24,1,[3],['09/16/2023'],['Old Dominion'],[1.0]
Jasheen Davis,Wake Forest,749,2023-24,5,"[2, 3, 8, 9, 10]","['09/09/2023', '09/16/2023', '10/28/2023', '11/02/2023', '11/11/2023']","['Vanderbilt', 'Old Dominion', 'Florida St.', 'Duke', 'NC State']","[1.0, 3.0, 1.0, 1.0, 1.0]"
Aiden Hall,Wake Forest,749,2023-24,1,[1],['08/31/2023'],['Elon'],[1.0]
Jacob Roberts,Wake Forest,749,2023-24,4,"[1, 2, 3, 10]","['08/31/2023', '09/09/2023', '09/16/2023', '11/11/2023']","['Elon', 'Vanderbilt', 'Old Dominion', 'NC State']","[1.0, 1.0, 3.0, 1.0]"
Dylan Hazen,Wake Forest,749,2023-24,1,[3],['09/16/2023'],['Old Dominion'],[1.0]
Kendron Wayman,Wake Forest,749,2023-24,2,"[1, 3]","['08/31/2023', '09/16/2023']","['Elon', 'Old Dominion']","[1.0, 1.0]"
Kevin Pointer,Wake Forest,749,2023-24,1,[9],['11/02/2023'],['Duke'],[1.0]
Devin Richardson,Washington St.,754,2023-24,1,[5],['10/07/2023'],['UCLA'],[1.0]
Kapena Gushiken,Washington St.,754,2023-24,1,[5],['10/07/2023'],['UCLA'],[1.0]
Quinn Roff,Washington St.,754,2023-24,1,[11],['11/17/2023'],['Colorado'],[1.0]
Brennan Jackson,Washington St.,754,2023-24,5,"[3, 5, 6, 9, 10]","['09/16/2023', '10/07/2023', '10/14/2023', '11/04/2023', '11/11/2023']","['Northern Colo.', 'UCLA', 'Arizona', 'Stanford', 'California']","[1.0, 1.5, 1.0, 1.5, 2.0]"
Kyle Thornton,Washington St.,754,2023-24,1,[1],['09/09/2023'],['Wisconsin'],[1.0]
Ron Stone Jr.,Washington St.,754,2023-24,3,"[1, 3, 11]","['09/09/2023', '09/16/2023', '11/17/2023']","['Wisconsin', 'Northern Colo.', 'Colorado']","[2.0, 1.0, 2.0]"
Nusi Malani,Washington St.,754,2023-24,1,[11],['11/17/2023'],['Colorado'],[1.0]
Jaden Hicks,Washington St.,754,2023-24,2,"[4, 12]","['09/23/2023', '11/25/2023']","['Oregon St.', 'Washington']","[1.0, 1.0]"
Alphonzo Tuputala,Washington,756,2023-24,1,[11],['11/25/2023'],['Washington St.'],[1.0]
Jabbar Muhammad,Washington,756,2023-24,2,"[2, 7]","['09/09/2023', '10/28/2023']","['Tulsa', 'Stanford']","[1.0, 1.0]"
Zion Tupuola-Fetui,Washington,756,2023-24,2,"[8, 12]","['11/04/2023', '09/16/2023']","['Southern California', 'Michigan St.']","[1.5, 2.0]"
Ulumoo Ale,Washington,756,2023-24,1,[14],['01/08/2024'],['Michigan'],[1.0]
Sekai Asoau-Afoa,Washington,756,2023-24,1,[11],['11/25/2023'],['Washington St.'],[1.0]
Bralen Trice,Washington,756,2023-24,3,"[10, 11, 15]","['11/18/2023', '11/25/2023', '01/01/2024']","['Oregon St.', 'Washington St.', 'Texas']","[1.0, 1.0, 2.0]"
Lance Holtzclaw,Washington,756,2023-24,1,[11],['11/25/2023'],['Washington St.'],[1.0]
Edefuan Ulofoshio,Washington,756,2023-24,3,"[1, 5, 11]","['09/02/2023', '10/14/2023', '11/25/2023']","['Boise St.', 'Oregon', 'Washington St.']","[1.0, 1.0, 1.0]"
Voi Tunuufi,Washington,756,2023-24,2,"[2, 8]","['09/09/2023', '11/04/2023']","['Tulsa', 'Southern California']","[1.0, 1.0]"
Marcis Floyd,West Virginia,768,2023-24,2,"[3, 13]","['09/23/2023', '12/27/2023']","['Texas Tech', 'North Carolina']","[1.0, 1.0]"
Mike Lockhart,West Virginia,768,2023-24,2,"[8, 10]","['11/04/2023', '11/18/2023']","['BYU', 'Cincinnati']","[1.0, 1.0]"
Asani Redwood,West Virginia,768,2023-24,1,[13],['12/27/2023'],['North Carolina'],[1.0]
Sean Martin,West Virginia,768,2023-24,1,[9],['11/11/2023'],['Oklahoma'],[1.0]
Jared Bartlett,West Virginia,768,2023-24,4,"[4, 5, 11, 13]","['09/30/2023', '10/12/2023', '11/25/2023', '12/27/2023']","['TCU', 'Houston', 'Baylor', 'North Carolina']","[1.0, 1.0, 1.0, 1.0]"
Ben  Cutter,West Virginia,768,2023-24,2,"[8, 10]","['11/04/2023', '11/18/2023']","['BYU', 'Cincinnati']","[1.0, 1.0]"
Davoan Hawkins,West Virginia,768,2023-24,1,[3],['09/23/2023'],['Texas Tech'],[1.0]
Edward Vesterinen,West Virginia,768,2023-24,2,"[11, 13]","['11/25/2023', '12/27/2023']","['Baylor', 'North Carolina']","[1.0, 1.0]"
Lee Kpogba,West Virginia,768,2023-24,3,"[4, 7, 10]","['09/30/2023', '10/28/2023', '11/18/2023']","['TCU', 'UCF', 'Cincinnati']","[1.0, 1.0, 1.0]"
Aubrey Burks,West Virginia,768,2023-24,1,[11],['11/25/2023'],['Baylor'],[1.0]
Tomiwa Durojaiye,West Virginia,768,2023-24,1,[12],['09/02/2023'],['Penn St.'],[1.0]
Tyrin Bradley,West Virginia,768,2023-24,2,"[2, 4]","['09/16/2023', '09/30/2023']","['Pittsburgh', 'TCU']","[1.0, 1.0]"
Jalen Thornton,West Virginia,768,2023-24,2,"[9, 13]","['11/11/2023', '12/27/2023']","['Oklahoma', 'North Carolina']","[1.0, 1.5]"
Terrion Thompson,Western Ky.,772,2023-24,2,"[2, 4]","['09/02/2023', '09/23/2023']","['South Fla.', 'Troy']","[1.0, 1.0]"
Hosea Wheeler,Western Ky.,772,2023-24,2,"[1, 7]","['09/16/2023', '10/17/2023']","['Ohio St.', 'Jacksonville St.']","[1.0, 1.0]"
Sebastian Benjamin,Western Ky.,772,2023-24,2,"[8, 9]","['10/24/2023', '11/04/2023']","['Liberty', 'UTEP']","[1.0, 1.5]"
Jayden Loving,Western Ky.,772,2023-24,2,"[2, 9]","['09/02/2023', '11/04/2023']","['South Fla.', 'UTEP']","[1.0, 1.0]"
Niko Cooper,Western Ky.,772,2023-24,1,[4],['09/23/2023'],['Troy'],[1.0]
Kylan Guidry,Western Ky.,772,2023-24,3,"[5, 6, 13]","['09/28/2023', '10/05/2023', '12/18/2023']","['Middle Tenn.', 'Louisiana Tech', 'Old Dominion']","[1.0, 1.0, 1.0]"
JaQues Evans,Western Ky.,772,2023-24,1,[2],['09/02/2023'],['South Fla.'],[1.0]
Deante McCray,Western Ky.,772,2023-24,1,[4],['09/23/2023'],['Troy'],[1.0]
Desmyn Baker,Western Ky.,772,2023-24,1,[7],['10/17/2023'],['Jacksonville St.'],[1.0]
Kendrick Simpkins,Western Ky.,772,2023-24,4,"[2, 3, 4, 6]","['09/02/2023', '09/09/2023', '09/23/2023', '10/05/2023']","['South Fla.', 'Houston Christian', 'Troy', 'Louisiana Tech']","[1.5, 1.0, 1.0, 1.0]"
Corey Walker,Western Mich.,774,2023-24,1,[10],['11/07/2023'],['Central Mich.'],[1.0]
