Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Interceptions
Nate Hobbs,Illinois,301,2019-20,1,[12],['11/30/2019'],['Northwestern'],[1.0]
Micah McFadden,Indiana,306,2019-20,2,"[11, 13]","['11/23/2019', '01/02/2020']","['Michigan', 'Tennessee']","[1.0, 1.0]"
Jaylin Williams,Indiana,306,2019-20,1,[1],['08/31/2019'],['Ball St.'],[1.0]
Reese Taylor,Indiana,306,2019-20,1,[7],['10/19/2019'],['Maryland'],[1.0]
Cam Jones,Indiana,306,2019-20,1,[4],['09/21/2019'],['UConn'],[1.0]
Jamar Johnson,Indiana,306,2019-20,2,"[12, 13]","['11/30/2019', '01/02/2020']","['Purdue', 'Tennessee']","[1.0, 1.0]"
Mike Rose,Iowa St.,311,2019-20,1,[8],['10/26/2019'],['Oklahoma St.'],[1.0]
Braxton Lewis,Iowa St.,311,2019-20,1,[6],['10/12/2019'],['West Virginia'],[1.0]
Jake Hummel,Iowa St.,311,2019-20,1,[3],['09/21/2019'],['ULM'],[1.0]
Lawrence White,Iowa St.,311,2019-20,2,"[3, 9]","['09/21/2019', '11/09/2019']","['ULM', 'Oklahoma']","[1.0, 1.0]"
Greg Eisworth,Iowa St.,311,2019-20,1,[12],['11/30/2019'],['Kansas St.'],[1.0]
Nick Niemann,Iowa,312,2019-20,1,[13],['12/27/2019'],['Southern California'],[1.0]
Michael Ojemudia,Iowa,312,2019-20,3,"[1, 2, 11]","['08/31/2019', '09/07/2019', '11/23/2019']","['Miami (OH)', 'Rutgers', 'Illinois']","[1.0, 1.0, 1.0]"
Chauncey Golston,Iowa,312,2019-20,1,[8],['10/26/2019'],['Northwestern'],[1.0]
Matt Hankins,Iowa,312,2019-20,2,"[9, 11]","['11/09/2019', '11/23/2019']","['Wisconsin', 'Illinois']","[1.0, 1.0]"
Jack Koerner,Iowa,312,2019-20,1,[12],['11/29/2019'],['Nebraska'],[1.0]
Geno Stone,Iowa,312,2019-20,1,[5],['10/05/2019'],['Michigan'],[1.0]
Riley Moss,Iowa,312,2019-20,2,"[7, 10]","['10/19/2019', '11/16/2019']","['Purdue', 'Minnesota']","[1.0, 1.0]"
Djimon Colbert,Iowa,312,2019-20,1,[2],['09/07/2019'],['Rutgers'],[1.0]
Denzel Goolsby,Kansas St.,327,2019-20,2,"[3, 11]","['09/14/2019', '11/23/2019']","['Mississippi St.', 'Texas Tech']","[1.0, 1.0]"
Elijah Sullivan,Kansas St.,327,2019-20,1,[4],['09/28/2019'],['Oklahoma St.'],[1.0]
Darreyl Patterson,Kansas St.,327,2019-20,1,[4],['09/28/2019'],['Oklahoma St.'],[1.0]
Jahron McPherson,Kansas St.,327,2019-20,1,[8],['11/02/2019'],['Kansas'],[1.0]
Walter Neil Jr.,Kansas St.,327,2019-20,1,[9],['11/09/2019'],['Texas'],[1.0]
AJ Parker,Kansas St.,327,2019-20,3,"[1, 3, 7]","['08/31/2019', '09/14/2019', '10/26/2019']","['Nicholls', 'Mississippi St.', 'Oklahoma']","[1.0, 1.0, 1.0]"
Da'Quan Patton,Kansas St.,327,2019-20,2,"[8, 11]","['11/02/2019', '11/23/2019']","['Kansas', 'Texas Tech']","[1.0, 1.0]"
Hasan Defense,Kansas,328,2019-20,1,[1],['08/31/2019'],['Indiana St.'],[1.0]
Najee Stevens-McKenzie,Kansas,328,2019-20,2,"[5, 6]","['10/05/2019', '10/19/2019']","['Oklahoma', 'Texas']","[1.0, 1.0]"
Ricky Thomas,Kansas,328,2019-20,1,[11],['11/30/2019'],['Baylor'],[1.0]
Mike Lee,Kansas,328,2019-20,1,[10],['11/23/2019'],['Iowa St.'],[1.0]
Jeremiah McCullough,Kansas,328,2019-20,1,[1],['08/31/2019'],['Indiana St.'],[1.0]
Jamal Parker,Kent St.,331,2019-20,2,"[4, 9]","['09/21/2019', '11/05/2019']","['Bowling Green', 'Toledo']","[2.0, 1.0]"
Keith Sherald Jr.,Kent St.,331,2019-20,2,"[2, 12]","['09/07/2019', '11/29/2019']","['Kennesaw St.', 'Eastern Mich.']","[1.0, 2.0]"
Mandela Lawrence-Burke,Kent St.,331,2019-20,1,[13],['12/20/2019'],['Utah St.'],[1.0]
DeAndre Square,Kentucky,334,2019-20,1,[1],['08/31/2019'],['Toledo'],[1.0]
Jordan Griffin,Kentucky,334,2019-20,2,"[2, 12]","['09/07/2019', '11/30/2019']","['Eastern Mich.', 'Louisville']","[1.0, 1.0]"
Tyrell Ajian,Kentucky,334,2019-20,1,[3],['09/14/2019'],['Florida'],[1.0]
Yusuf Corker,Kentucky,334,2019-20,1,[10],['11/16/2019'],['Vanderbilt'],[1.0]
Jamin Davis,Kentucky,334,2019-20,1,[11],['11/23/2019'],['UT Martin'],[1.0]
Kash Daniel,Kentucky,334,2019-20,1,[2],['09/07/2019'],['Eastern Mich.'],[1.0]
Quandre Mosely,Kentucky,334,2019-20,1,[4],['09/21/2019'],['Mississippi St.'],[1.0]
Kristian Fulton,LSU,365,2019-20,1,[7],['10/19/2019'],['Mississippi St.'],[1.0]
Derek Stingley Jr.,LSU,365,2019-20,5,"[4, 5, 6, 8, 13]","['09/21/2019', '10/05/2019', '10/12/2019', '10/26/2019', '12/07/2019']","['Vanderbilt', 'Utah St.', 'Florida', 'Auburn', 'Georgia']","[1.0, 1.0, 1.0, 1.0, 2.0]"
JaCoby Stevens,LSU,365,2019-20,3,"[4, 7, 12]","['09/21/2019', '10/19/2019', '11/30/2019']","['Vanderbilt', 'Mississippi St.', 'Texas A&M']","[1.0, 1.0, 1.0]"
Patrick Queen,LSU,365,2019-20,1,[9],['11/09/2019'],['Alabama'],[1.0]
Grant Delpit,LSU,365,2019-20,2,"[5, 12]","['10/05/2019', '11/30/2019']","['Utah St.', 'Texas A&M']","[1.0, 1.0]"
Kary Vincent Jr.,LSU,365,2019-20,4,"[5, 10, 12, 15]","['10/05/2019', '11/16/2019', '11/30/2019', '12/28/2019']","['Utah St.', 'Ole Miss', 'Texas A&M', 'Oklahoma']","[1.0, 1.0, 1.0, 1.0]"
Trey Baldwin,Louisiana Tech,366,2019-20,1,[13],['12/26/2019'],['Miami (FL)'],[1.0]
James Jackson,Louisiana Tech,366,2019-20,1,[12],['11/30/2019'],['UTSA'],[1.0]
Aaron Roberson,Louisiana Tech,366,2019-20,1,[13],['12/26/2019'],['Miami (FL)'],[1.0]
Darryl Lewis,Louisiana Tech,366,2019-20,1,[5],['09/28/2019'],['Rice'],[1.0]
Amik Robertson,Louisiana Tech,366,2019-20,3,"[3, 6, 7]","['09/14/2019', '10/12/2019', '10/19/2019']","['Bowling Green', 'Massachusetts', 'Southern Miss.']","[1.0, 1.0, 3.0]"
Ezekiel Barnett,Louisiana Tech,366,2019-20,1,[7],['10/19/2019'],['Southern Miss.'],[1.0]
Connor Taylor,Louisiana Tech,366,2019-20,1,[6],['10/12/2019'],['Massachusetts'],[1.0]
L'Jarius Sneed,Louisiana Tech,366,2019-20,3,"[9, 11, 12]","['11/09/2019', '11/23/2019', '11/30/2019']","['North Texas', 'UAB', 'UTSA']","[1.0, 1.0, 1.0]"
Michael Sam,Louisiana Tech,366,2019-20,3,"[4, 9, 10]","['09/20/2019', '11/09/2019', '11/15/2019']","['FIU', 'North Texas', 'Marshall']","[1.0, 1.0, 1.0]"
Chandler Jones,Louisville,367,2019-20,1,[8],['10/26/2019'],['Virginia'],[1.0]
Russ Yeast,Louisville,367,2019-20,1,[7],['10/19/2019'],['Clemson'],[1.0]
Dorian Etheridge,Louisville,367,2019-20,1,[10],['11/16/2019'],['NC State'],[1.0]
Yasir Abdullah,Louisville,367,2019-20,1,[6],['10/12/2019'],['Wake Forest'],[1.0]
Anthony Johnson,Louisville,367,2019-20,1,[5],['10/05/2019'],['Boston College'],[1.0]
Jack Fagot,Louisville,367,2019-20,1,[7],['10/19/2019'],['Clemson'],[1.0]
Rodjay Burns,Louisville,367,2019-20,1,[6],['10/12/2019'],['Wake Forest'],[1.0]
Kereon Merrell,Marshall,388,2019-20,1,[8],['10/26/2019'],['Western Ky.'],[1.0]
Tavante Beckett,Marshall,388,2019-20,1,[12],['11/30/2019'],['FIU'],[1.0]
Omari Cobb,Marshall,388,2019-20,1,[2],['09/06/2019'],['Boise St.'],[1.0]
Naquan Renalds,Marshall,388,2019-20,1,[8],['10/26/2019'],['Western Ky.'],[1.0]
Chris Jackson,Marshall,388,2019-20,1,[11],['11/23/2019'],['Charlotte'],[1.0]
Nazeeh Johnson,Marshall,388,2019-20,1,[11],['11/23/2019'],['Charlotte'],[1.0]
Micah Abraham,Marshall,388,2019-20,1,[13],['12/23/2019'],['UCF'],[1.0]
Jaylon McClain-Sapp,Marshall,388,2019-20,1,[1],['08/31/2019'],['VMI'],[1.0]
Steven Gilmore,Marshall,388,2019-20,2,"[7, 10]","['10/18/2019', '11/15/2019']","['Fla. Atlantic', 'Louisiana Tech']","[1.0, 1.0]"
Isaiah Davis,Maryland,392,2019-20,1,[5],['10/05/2019'],['Rutgers'],[1.0]
Marcus Lewis,Maryland,392,2019-20,2,"[8, 12]","['10/26/2019', '11/30/2019']","['Minnesota', 'Michigan St.']","[1.0, 1.0]"
Chance Campbell,Maryland,392,2019-20,1,[3],['09/14/2019'],['Temple'],[1.0]
Antoine Brooks,Maryland,392,2019-20,1,[7],['10/19/2019'],['Indiana'],[1.0]
Deonte Banks,Maryland,392,2019-20,1,[12],['11/30/2019'],['Michigan St.'],[1.0]
Jordan Mosley,Maryland,392,2019-20,1,[2],['09/07/2019'],['Syracuse'],[1.0]
Nick Cross,Maryland,392,2019-20,2,"[4, 11]","['09/27/2019', '11/23/2019']","['Penn St.', 'Nebraska']","[1.0, 1.0]"
Ayinde Eley,Maryland,392,2019-20,1,[5],['10/05/2019'],['Rutgers'],[1.0]
Tyris Lebeau,Massachusetts,400,2019-20,1,[4],['09/21/2019'],['Coastal Carolina'],[1.0]
Chinedu Ogbonna,Massachusetts,400,2019-20,1,[7],['10/12/2019'],['Louisiana Tech'],[1.0]
Joe Joe Norwood,Massachusetts,400,2019-20,1,[1],['08/30/2019'],['Rutgers'],[1.0]
Xavier Steele,Massachusetts,400,2019-20,1,[11],['11/16/2019'],['Northwestern'],[1.0]
Josh Wallace,Massachusetts,400,2019-20,1,[11],['11/16/2019'],['Northwestern'],[1.0]
Isaiah Rodgers,Massachusetts,400,2019-20,3,"[1, 5, 8]","['08/30/2019', '09/28/2019', '10/26/2019']","['Rutgers', 'Akron', 'UConn']","[2.0, 1.0, 1.0]"
Jordan Adams,Massachusetts,400,2019-20,1,[5],['09/28/2019'],['Akron'],[1.0]
La'Andre Thomas,Memphis,404,2019-20,1,[5],['10/05/2019'],['ULM'],[1.0]
Thomas Pickens,Memphis,404,2019-20,1,[7],['10/19/2019'],['Tulane'],[1.0]
Sanchez Blake,Memphis,404,2019-20,2,"[4, 12]","['09/26/2019', '11/29/2019']","['Navy', 'Cincinnati']","[1.0, 1.0]"
Chris Claybrooks,Memphis,404,2019-20,1,[13],['12/07/2019'],['Cincinnati'],[1.0]
Xavier Cullens,Memphis,404,2019-20,1,[3],['09/14/2019'],['South Alabama'],[1.0]
Quindell Johnson,Memphis,404,2019-20,2,"[1, 7]","['08/31/2019', '10/19/2019']","['Ole Miss', 'Tulane']","[1.0, 1.0]"
Jacobi Francis,Memphis,404,2019-20,1,[12],['11/29/2019'],['Cincinnati'],[1.0]
Austin Hall,Memphis,404,2019-20,2,"[7, 14]","['10/19/2019', '12/28/2019']","['Tulane', 'Penn St.']","[1.0, 1.0]"
Emmanuel Rugumba,Miami (OH),414,2019-20,1,[6],['10/12/2019'],['Western Mich.'],[1.0]
Travion Banks,Miami (OH),414,2019-20,4,"[3, 8, 10, 13]","['09/14/2019', '10/26/2019', '11/13/2019', '12/07/2019']","['Cincinnati', 'Kent St.', 'Bowling Green', 'Central Mich.']","[1.0, 1.0, 2.0, 1.0]"
Sterling Weatherford,Miami (OH),414,2019-20,1,[2],['09/07/2019'],['Tennessee Tech'],[1.0]
Bart Baratti,Miami (OH),414,2019-20,1,[2],['09/07/2019'],['Tennessee Tech'],[1.0]
Mike Brown,Miami (OH),414,2019-20,2,"[5, 10]","['09/28/2019', '11/13/2019']","['Buffalo', 'Bowling Green']","[2.0, 1.0]"
"Al Blades, Jr.",Miami (FL),415,2019-20,2,"[4, 10]","['09/21/2019', '11/09/2019']","['Central Mich.', 'Louisville']","[1.0, 1.0]"
Bubba Bolden,Miami (FL),415,2019-20,1,[9],['11/02/2019'],['Florida St.'],[1.0]
Amari Carter,Miami (FL),415,2019-20,1,[1],['08/24/2019'],['Florida'],[1.0]
"Gurvan Hall, Jr.",Miami (FL),415,2019-20,1,[9],['11/02/2019'],['Florida St.'],[1.0]
DJ Ivey,Miami (FL),415,2019-20,2,"[8, 10]","['10/26/2019', '11/09/2019']","['Pittsburgh', 'Louisville']","[2.0, 1.0]"
Gilbert Frierson,Miami (FL),415,2019-20,1,[13],['12/26/2019'],['Louisiana Tech'],[1.0]
Romeo Finley,Miami (FL),415,2019-20,1,[1],['08/24/2019'],['Florida'],[1.0]
Tyriq Thompson,Michigan St.,416,2019-20,1,[2],['09/07/2019'],['Western Mich.'],[1.0]
Xavier Henderson,Michigan St.,416,2019-20,2,"[2, 11]","['09/07/2019', '11/23/2019']","['Western Mich.', 'Rutgers']","[1.0, 1.0]"
David Dowell,Michigan St.,416,2019-20,1,[8],['10/26/2019'],['Penn St.'],[1.0]
Shakur Brown,Michigan St.,416,2019-20,1,[9],['11/09/2019'],['Illinois'],[1.0]
Mike Panasuik,Michigan St.,416,2019-20,1,[13],['12/27/2019'],['Wake Forest'],[1.0]
Joe Bachie,Michigan St.,416,2019-20,1,[4],['09/21/2019'],['Northwestern'],[1.0]
Drew Beesley,Michigan St.,416,2019-20,1,[4],['09/21/2019'],['Northwestern'],[1.0]
Josiah Scott,Michigan St.,416,2019-20,3,"[4, 6, 12]","['09/21/2019', '10/05/2019', '11/30/2019']","['Northwestern', 'Ohio St.', 'Maryland']","[1.0, 1.0, 1.0]"
Antjuan Simmons,Michigan St.,416,2019-20,1,[1],['08/30/2019'],['Tulsa'],[1.0]
Lavert Hill,Michigan,418,2019-20,3,"[2, 5, 10]","['09/07/2019', '10/05/2019', '11/16/2019']","['Army West Point', 'Iowa', 'Michigan St.']","[1.0, 1.0, 1.0]"
Ambry Thomas,Michigan,418,2019-20,3,"[1, 5, 10]","['08/31/2019', '10/05/2019', '11/16/2019']","['Middle Tenn.', 'Iowa', 'Michigan St.']","[1.0, 1.0, 1.0]"
Josh Metellus,Michigan,418,2019-20,2,"[5, 9]","['10/05/2019', '11/02/2019']","['Iowa', 'Maryland']","[1.0, 1.0]"
Daxton Hill,Michigan,418,2019-20,1,[11],['11/23/2019'],['Indiana'],[1.0]
Tyshun Render,Middle Tenn.,419,2019-20,1,[5],['10/05/2019'],['Marshall'],[1.0]
Chris Stamps,Middle Tenn.,419,2019-20,1,[7],['10/19/2019'],['North Texas'],[1.0]
Kylan Stribling,Middle Tenn.,419,2019-20,1,[11],['11/23/2019'],['Old Dominion'],[1.0]
Reed Blankenship,Middle Tenn.,419,2019-20,1,[2],['09/07/2019'],['Tennessee St.'],[2.0]
Jovante Moffatt,Middle Tenn.,419,2019-20,2,"[5, 7]","['10/05/2019', '10/19/2019']","['Marshall', 'North Texas']","[2.0, 1.0]"
Antoine Winfield,Minnesota,428,2019-20,5,"[2, 5, 7, 8, 9]","['09/07/2019', '10/05/2019', '10/19/2019', '10/26/2019', '11/09/2019']","['Fresno St.', 'Illinois', 'Rutgers', 'Maryland', 'Penn St.']","[1.0, 1.0, 2.0, 1.0, 2.0]"
Phillip Howard,Minnesota,428,2019-20,1,[7],['10/19/2019'],['Rutgers'],[1.0]
Chris Williamson,Minnesota,428,2019-20,1,[1],['08/29/2019'],['South Dakota St.'],[1.0]
Jordan Howden,Minnesota,428,2019-20,1,[9],['11/09/2019'],['Penn St.'],[1.0]
Coney Durr,Minnesota,428,2019-20,1,[8],['10/26/2019'],['Maryland'],[1.0]
Kiondre Thomas,Minnesota,428,2019-20,1,[2],['09/07/2019'],['Fresno St.'],[1.0]
Kamal Martin,Minnesota,428,2019-20,1,[4],['09/28/2019'],['Purdue'],[2.0]
Marcus Murphy,Mississippi St.,430,2019-20,2,"[9, 12]","['11/02/2019', '11/28/2019']","['Arkansas', 'Ole Miss']","[1.0, 1.0]"
Cameron Dantzler,Mississippi St.,430,2019-20,2,"[1, 6]","['08/31/2019', '10/12/2019']","['Louisiana', 'Tennessee']","[1.0, 1.0]"
Fred Peters,Mississippi St.,430,2019-20,1,[11],['11/23/2019'],['Abilene Christian'],[1.0]
Martin Emerson,Mississippi St.,430,2019-20,1,[2],['09/07/2019'],['Southern Miss.'],[1.0]
C.J. Morgan,Mississippi St.,430,2019-20,1,[2],['09/07/2019'],['Southern Miss.'],[1.0]
Willie Gay Jr.,Mississippi St.,430,2019-20,1,[4],['09/21/2019'],['Kentucky'],[1.0]
Brian Cole II,Mississippi St.,430,2019-20,1,[6],['10/12/2019'],['Tennessee'],[1.0]
Jaquarius Landrews,Mississippi St.,430,2019-20,1,[11],['11/23/2019'],['Abilene Christian'],[1.0]
Donta Evans,Ole Miss,433,2019-20,2,"[3, 8]","['09/14/2019', '10/19/2019']","['Southeastern La.', 'Texas A&M']","[1.0, 1.0]"
Austrian Robinson,Ole Miss,433,2019-20,1,[8],['10/19/2019'],['Texas A&M'],[1.0]
Jonathan Haynes,Ole Miss,433,2019-20,1,[3],['09/14/2019'],['Southeastern La.'],[1.0]
Benito Jones,Ole Miss,433,2019-20,1,[1],['08/31/2019'],['Memphis'],[1.0]
Sam Williams,Ole Miss,433,2019-20,1,[7],['10/12/2019'],['Missouri'],[1.0]
Keidron Smith,Ole Miss,433,2019-20,1,[11],['11/16/2019'],['LSU'],[1.0]
Myles Hartsfield,Ole Miss,433,2019-20,1,[3],['09/14/2019'],['Southeastern La.'],[1.0]
Deantre Prince,Ole Miss,433,2019-20,2,"[4, 11]","['09/21/2019', '11/16/2019']","['California', 'LSU']","[1.0, 1.0]"
Ronnell Perkins,Missouri,434,2019-20,2,"[2, 4]","['09/07/2019', '09/21/2019']","['West Virginia', 'South Carolina']","[1.0, 1.0]"
Cale Garrett,Missouri,434,2019-20,2,"[3, 5]","['09/14/2019', '10/05/2019']","['Southeast Mo. St.', 'Troy']","[1.0, 2.0]"
Nick Bolton,Missouri,434,2019-20,1,[2],['09/07/2019'],['West Virginia'],[2.0]
Cameron Wilkins,Missouri,434,2019-20,1,[7],['10/19/2019'],['Vanderbilt'],[1.0]
Myles Dorn,North Carolina,457,2019-20,2,"[3, 12]","['09/13/2019', '11/30/2019']","['Wake Forest', 'NC State']","[1.0, 1.0]"
Don Chapman,North Carolina,457,2019-20,2,"[6, 12]","['10/05/2019', '11/30/2019']","['Georgia Tech', 'NC State']","[1.0, 1.0]"
Dominique Ross,North Carolina,457,2019-20,1,[8],['10/26/2019'],['Duke'],[1.0]
Trey Morrison,North Carolina,457,2019-20,1,[12],['11/30/2019'],['NC State'],[1.0]
Myles Wolfolk,North Carolina,457,2019-20,2,"[1, 4]","['08/31/2019', '09/21/2019']","['South Carolina', 'App State']","[2.0, 1.0]"
Tomon Fox,North Carolina,457,2019-20,1,[13],['12/27/2019'],['Temple'],[1.0]
Chazz Surratt,North Carolina,457,2019-20,1,[8],['10/26/2019'],['Duke'],[1.0]
D.J. Ford,North Carolina,457,2019-20,1,[6],['10/05/2019'],['Georgia Tech'],[1.0]
Storm Duck,North Carolina,457,2019-20,2,"[11, 13]","['11/23/2019', '12/27/2019']","['Mercer', 'Temple']","[1.0, 1.0]"
Ja'Cione Fugate,Charlotte,458,2019-20,1,[9],['11/02/2019'],['Middle Tenn.'],[1.0]
Marquavis Gibbs,Charlotte,458,2019-20,1,[13],['12/20/2019'],['Buffalo'],[1.0]
Marquill Osborne,Charlotte,458,2019-20,3,"[4, 11, 12]","['09/21/2019', '11/23/2019', '11/30/2019']","['Clemson', 'Marshall', 'Old Dominion']","[1.0, 1.0, 1.0]"
Jeff Gemmell,Charlotte,458,2019-20,1,[5],['09/28/2019'],['Fla. Atlantic'],[1.0]
Henry Segura,Charlotte,458,2019-20,2,"[3, 10]","['09/14/2019', '11/09/2019']","['Massachusetts', 'UTEP']","[1.0, 1.0]"
Nafees Lyon,Charlotte,458,2019-20,1,[11],['11/23/2019'],['Marshall'],[1.0]
Eric Lee Jr.,Nebraska,463,2019-20,1,[1],['08/31/2019'],['South Alabama'],[2.0]
Lamar Jackson,Nebraska,463,2019-20,3,"[2, 6, 9]","['09/07/2019', '10/05/2019', '11/02/2019']","['Colorado', 'Northwestern', 'Purdue']","[1.0, 1.0, 1.0]"
Cam Taylor-Britt,Nebraska,463,2019-20,3,"[1, 4, 12]","['08/31/2019', '09/21/2019', '11/29/2019']","['South Alabama', 'Illinois', 'Iowa']","[1.0, 1.0, 1.0]"
Braxton Clark,Nebraska,463,2019-20,1,[3],['09/14/2019'],['NIU'],[1.0]
Darrion Daniels,Nebraska,463,2019-20,1,[9],['11/02/2019'],['Purdue'],[1.0]
Alex Davis,Nebraska,463,2019-20,1,[8],['10/26/2019'],['Indiana'],[1.0]
Javin White,UNLV,465,2019-20,3,"[3, 6, 11]","['09/14/2019', '10/12/2019', '11/23/2019']","['Northwestern', 'Vanderbilt', 'San Jose St.']","[1.0, 1.0, 1.0]"
Jericho Flowers,UNLV,465,2019-20,3,"[8, 10, 11]","['10/26/2019', '11/16/2019', '11/23/2019']","['San Diego St.', 'Hawaii', 'San Jose St.']","[1.0, 2.0, 1.0]"
Kolo Uasike,UNLV,465,2019-20,1,[11],['11/23/2019'],['San Jose St.'],[1.0]
Jalen Graves,UNLV,465,2019-20,1,[11],['11/23/2019'],['San Jose St.'],[1.0]
Lawson Hall,Nevada,466,2019-20,2,"[10, 12]","['11/23/2019', '09/21/2019']","['Fresno St.', 'UTEP']","[1.0, 1.0]"
Berdale Robins,Nevada,466,2019-20,2,"[6, 7]","['10/19/2019', '10/26/2019']","['Utah St.', 'Wyoming']","[1.0, 1.0]"
Tyson Williams,Nevada,466,2019-20,1,[12],['09/21/2019'],['UTEP'],[1.0]
Jordan Lee,Nevada,466,2019-20,1,[12],['09/21/2019'],['UTEP'],[1.0]
Daniel Brown,Nevada,466,2019-20,3,"[1, 3, 9]","['08/30/2019', '09/14/2019', '11/09/2019']","['Purdue', 'Weber St.', 'San Diego St.']","[2.0, 1.0, 1.0]"
Austin Arnold,Nevada,466,2019-20,1,[5],['10/12/2019'],['San Jose St.'],[1.0]
Austin Perkins,New Mexico St.,472,2019-20,2,"[3, 4]","['09/14/2019', '09/21/2019']","['San Diego St.', 'New Mexico']","[1.0, 1.0]"
Jared Phipps,New Mexico St.,472,2019-20,1,[10],['11/16/2019'],['UIW'],[2.0]
Rashie Hodge Jr.,New Mexico St.,472,2019-20,1,[11],['11/23/2019'],['UTEP'],[1.0]
De'John Rogers,New Mexico,473,2019-20,1,[12],['11/30/2019'],['Utah St.'],[1.0]
Jerrick Reed II,New Mexico,473,2019-20,1,[3],['09/21/2019'],['New Mexico St.'],[1.0]
Alex Hart,New Mexico,473,2019-20,1,[11],['11/16/2019'],['Boise St.'],[1.0]
Erin Austin,New Mexico,473,2019-20,1,[8],['10/26/2019'],['Hawaii'],[1.0]
Chris Ingram,NC State,490,2019-20,2,"[1, 4]","['08/31/2019', '09/21/2019']","['East Carolina', 'Ball St.']","[1.0, 1.0]"
Drake Thomas,NC State,490,2019-20,1,[3],['09/14/2019'],['West Virginia'],[1.0]
Payton Wilson,NC State,490,2019-20,1,[12],['11/30/2019'],['North Carolina'],[1.0]
Nick Harvey,North Texas,497,2019-20,1,[4],['09/21/2019'],['UTSA'],[1.0]
Khairi Muhammad,North Texas,497,2019-20,1,[10],['11/09/2019'],['Louisiana Tech'],[1.0]
Taylor Robinson,North Texas,497,2019-20,1,[7],['10/19/2019'],['Middle Tenn.'],[1.0]
Makyle Sanders,North Texas,497,2019-20,1,[4],['09/21/2019'],['UTSA'],[1.0]
Chase Day,ULM,498,2019-20,2,"[1, 2]","['08/31/2019', '09/07/2019']","['Grambling', 'Florida St.']","[1.0, 1.0]"
Jordan Oliver,ULM,498,2019-20,1,[7],['10/19/2019'],['App State'],[1.0]
"Cortez Sisco, Jr.",ULM,498,2019-20,1,[11],['11/23/2019'],['Coastal Carolina'],[1.0]
Austin Hawley,ULM,498,2019-20,1,[5],['10/05/2019'],['Memphis'],[1.0]
Corey Straughter,ULM,498,2019-20,5,"[2, 3, 4, 6, 8]","['09/07/2019', '09/21/2019', '09/28/2019', '10/10/2019', '11/02/2019']","['Florida St.', 'Iowa St.', 'South Alabama', 'Texas St.', 'Arkansas St.']","[1.0, 1.0, 1.0, 1.0, 1.0]"
Nick Rattin,NIU,503,2019-20,1,[8],['10/26/2019'],['Akron'],[1.0]
Devin Haney,NIU,503,2019-20,1,[8],['10/26/2019'],['Akron'],[1.0]
Antonio Jones-Davis,NIU,503,2019-20,1,[5],['10/05/2019'],['Ball St.'],[1.0]
Jalen McKie,NIU,503,2019-20,1,[1],['08/31/2019'],['Illinois St.'],[1.0]
Blake Gallagher,Northwestern,509,2019-20,3,"[9, 10, 11]","['11/09/2019', '11/16/2019', '11/23/2019']","['Purdue', 'Massachusetts', 'Minnesota']","[1.0, 1.0, 1.0]"
Paddy Fisher,Northwestern,509,2019-20,1,[2],['09/14/2019'],['UNLV'],[1.0]
JR Pace,Northwestern,509,2019-20,1,[4],['09/28/2019'],['Wisconsin'],[1.0]
Cameron Ruiz,Northwestern,509,2019-20,1,[9],['11/09/2019'],['Purdue'],[1.0]
"A.J. Hampton, Jr.",Northwestern,509,2019-20,1,[12],['11/30/2019'],['Illinois'],[1.0]
Alohi Gilman,Notre Dame,513,2019-20,1,[4],['09/28/2019'],['Virginia'],[1.0]
Shaun Crawford,Notre Dame,513,2019-20,1,[2],['09/14/2019'],['New Mexico'],[1.0]
Kyle Hamilton,Notre Dame,513,2019-20,4,"[2, 4, 8, 11]","['09/14/2019', '09/28/2019', '11/02/2019', '11/23/2019']","['New Mexico', 'Virginia', 'Virginia Tech', 'Boston College']","[1.0, 1.0, 1.0, 1.0]"
Troy Pride Jr.,Notre Dame,513,2019-20,1,[9],['11/09/2019'],['Duke'],[1.0]
Jalen Elliott,Notre Dame,513,2019-20,2,"[2, 5]","['09/14/2019', '10/05/2019']","['New Mexico', 'Bowling Green']","[1.0, 1.0]"
Justin Hilliard,Ohio St.,518,2019-20,1,[11],['11/23/2019'],['Penn St.'],[1.0]
Jeff Okudah,Ohio St.,518,2019-20,2,"[4, 5]","['09/21/2019', '09/28/2019']","['Miami (OH)', 'Nebraska']","[1.0, 2.0]"
Amir Riep,Ohio St.,518,2019-20,2,"[7, 12]","['10/18/2019', '11/30/2019']","['Northwestern', 'Michigan']","[1.0, 1.0]"
Shaun Wade,Ohio St.,518,2019-20,1,[10],['11/16/2019'],['Rutgers'],[1.0]
Jordan Fuller,Ohio St.,518,2019-20,2,"[5, 6]","['09/28/2019', '10/05/2019']","['Nebraska', 'Michigan St.']","[1.0, 1.0]"
Damon Arnette,Ohio St.,518,2019-20,1,[3],['09/14/2019'],['Indiana'],[1.0]
K'Vaughan Pope,Ohio St.,518,2019-20,2,"[9, 10]","['11/09/2019', '11/16/2019']","['Maryland', 'Rutgers']","[1.0, 1.0]"
Josh Proctor,Ohio St.,518,2019-20,1,[1],['08/31/2019'],['Fla. Atlantic'],[1.0]
Tuf Borland,Ohio St.,518,2019-20,1,[2],['09/07/2019'],['Cincinnati'],[1.0]
Sevyn Banks,Ohio St.,518,2019-20,1,[7],['10/18/2019'],['Northwestern'],[1.0]
