Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Interceptions
Devon Witherspoon,Illinois,301,2022-23,2,"[1, 12]","['08/27/2022', '11/26/2022']","['Wyoming', 'Northwestern']","[1.0, 2.0]"
Tyler Strain,Illinois,301,2022-23,2,"[10, 12]","['11/12/2022', '11/26/2022']","['Purdue', 'Northwestern']","[1.0, 1.0]"
Matthew Bailey,Illinois,301,2022-23,3,"[3, 6, 13]","['09/10/2022', '10/08/2022', '01/02/2023']","['Virginia', 'Iowa', 'Mississippi St.']","[1.0, 1.0, 1.0]"
Jartavius Martin,Illinois,301,2022-23,3,"[4, 7, 8]","['09/22/2022', '10/15/2022', '10/29/2022']","['Chattanooga', 'Minnesota', 'Nebraska']","[1.0, 1.0, 1.0]"
Tiawan Mullen,Indiana,306,2022-23,2,"[4, 9]","['09/24/2022', '11/05/2022']","['Cincinnati', 'Penn St.']","[1.0, 1.0]"
Myles Jackson,Indiana,306,2022-23,1,[3],['09/17/2022'],['Western Ky.'],[1.0]
Josh Sanguinetti,Indiana,306,2022-23,1,[1],['09/02/2022'],['Illinois'],[1.0]
Bryant Fitzgerald,Indiana,306,2022-23,1,[5],['10/01/2022'],['Nebraska'],[1.0]
Jonathan Haynes,Indiana,306,2022-23,1,[11],['11/19/2022'],['Michigan St.'],[1.0]
Devon Matthews,Indiana,306,2022-23,1,[6],['10/08/2022'],['Michigan'],[1.0]
Colby Reeder,Iowa St.,311,2022-23,2,"[2, 3]","['09/10/2022', '09/17/2022']","['Iowa', 'Ohio']","[1.0, 1.0]"
Beau Freyler,Iowa St.,311,2022-23,1,[10],['11/12/2022'],['Oklahoma St.'],[1.0]
Anthony Johnson,Iowa St.,311,2022-23,2,"[3, 9]","['09/17/2022', '11/05/2022']","['Ohio', 'West Virginia']","[1.0, 1.0]"
Tyler Onyedim,Iowa St.,311,2022-23,1,[1],['09/03/2022'],['Southeast Mo. St.'],[1.0]
T.J. Tampa,Iowa St.,311,2022-23,1,[10],['11/12/2022'],['Oklahoma St.'],[1.0]
Xavier Nwankpa,Iowa,312,2022-23,1,[13],['12/31/2022'],['Kentucky'],[1.0]
Seth Benson,Iowa,312,2022-23,1,[9],['11/05/2022'],['Purdue'],[1.0]
Kaevon Merriweather,Iowa,312,2022-23,3,"[4, 8, 9]","['09/24/2022', '10/29/2022', '11/05/2022']","['Rutgers', 'Northwestern', 'Purdue']","[1.0, 1.0, 1.0]"
Terry Roberts,Iowa,312,2022-23,1,[2],['09/10/2022'],['Iowa St.'],[1.0]
Cooper DeJean,Iowa,312,2022-23,5,"[2, 3, 4, 10, 13]","['09/10/2022', '09/17/2022', '09/24/2022', '11/12/2022', '12/31/2022']","['Iowa St.', 'Nevada', 'Rutgers', 'Wisconsin', 'Kentucky']","[1.0, 1.0, 1.0, 1.0, 1.0]"
Jack Campbell,Iowa,312,2022-23,2,"[7, 11]","['10/22/2022', '11/19/2022']","['Ohio St.', 'Minnesota']","[1.0, 1.0]"
Quinn Schulte,Iowa,312,2022-23,1,[6],['10/08/2022'],['Illinois'],[1.0]
Riley Moss,Iowa,312,2022-23,1,[10],['11/12/2022'],['Wisconsin'],[1.0]
Kobe Savage,Kansas St.,327,2022-23,3,"[2, 3, 10]","['09/10/2022', '09/17/2022', '11/12/2022']","['Missouri', 'Tulane', 'Baylor']","[1.0, 1.0, 1.0]"
Nick Allen,Kansas St.,327,2022-23,1,[2],['09/10/2022'],['Missouri'],[1.0]
Cincere Mason,Kansas St.,327,2022-23,3,"[1, 2, 11]","['09/03/2022', '09/10/2022', '11/19/2022']","['South Dakota', 'Missouri', 'West Virginia']","[1.0, 1.0, 1.0]"
Austin Moore,Kansas St.,327,2022-23,1,[5],['10/01/2022'],['Texas Tech'],[1.0]
Krew Jackson,Kansas St.,327,2022-23,1,[8],['10/29/2022'],['Oklahoma St.'],[1.0]
Julius Brents,Kansas St.,327,2022-23,4,"[5, 8, 11, 13]","['10/01/2022', '10/29/2022', '11/19/2022', '12/03/2022']","['Texas Tech', 'Oklahoma St.', 'West Virginia', 'TCU']","[1.0, 1.0, 1.0, 1.0]"
Drake Cheatum,Kansas St.,327,2022-23,1,[10],['11/12/2022'],['Baylor'],[1.0]
Daniel Green,Kansas St.,327,2022-23,2,"[2, 3]","['09/10/2022', '09/17/2022']","['Missouri', 'Tulane']","[1.0, 1.0]"
Eriq Gilyard,Kansas,328,2022-23,1,[1],['09/02/2022'],['Tennessee Tech'],[1.0]
Cobee Bryant,Kansas,328,2022-23,3,"[2, 5, 9]","['09/10/2022', '10/01/2022', '11/05/2022']","['West Virginia', 'Iowa St.', 'Oklahoma St.']","[1.0, 1.0, 1.0]"
Rich Miller,Kansas,328,2022-23,1,[9],['11/05/2022'],['Oklahoma St.'],[1.0]
Craig Young,Kansas,328,2022-23,1,[8],['10/22/2022'],['Baylor'],[1.0]
O.J. Burroughs,Kansas,328,2022-23,2,"[6, 13]","['10/08/2022', '12/28/2022']","['TCU', 'Arkansas']","[1.0, 1.0]"
Ra'Mello Dotson,Kansas,328,2022-23,2,"[8, 9]","['10/22/2022', '11/05/2022']","['Baylor', 'Oklahoma St.']","[1.0, 1.0]"
Kenny Logan Jr.,Kansas,328,2022-23,2,"[3, 7]","['09/17/2022', '10/15/2022']","['Houston', 'Oklahoma']","[1.0, 1.0]"
Marvin Pierre,Kent St.,331,2022-23,1,[10],['11/09/2022'],['Bowling Green'],[1.0]
JoJo Evans,Kent St.,331,2022-23,1,[8],['10/22/2022'],['Akron'],[1.0]
Montre Miller,Kent St.,331,2022-23,2,"[4, 8]","['09/24/2022', '10/22/2022']","['Georgia', 'Akron']","[1.0, 1.0]"
Khali Saunders,Kent St.,331,2022-23,1,[6],['10/08/2022'],['Miami (OH)'],[1.0]
CJ Harris,Kent St.,331,2022-23,2,"[9, 10]","['11/01/2022', '11/09/2022']","['Ball St.', 'Bowling Green']","[1.0, 1.0]"
Carrington Valentine,Kentucky,334,2022-23,1,[3],['09/17/2022'],['Youngstown St.'],[1.0]
Jacquez Jones,Kentucky,334,2022-23,1,[5],['10/01/2022'],['Ole Miss'],[1.0]
Keidron Smith,Kentucky,334,2022-23,2,"[2, 10]","['09/10/2022', '11/12/2022']","['Florida', 'Vanderbilt']","[1.0, 1.0]"
DeAndre Square,Kentucky,334,2022-23,1,[7],['10/15/2022'],['Mississippi St.'],[1.0]
Jordan Wright,Kentucky,334,2022-23,1,[2],['09/10/2022'],['Florida'],[1.0]
Jordan Lovett,Kentucky,334,2022-23,2,"[11, 12]","['11/19/2022', '11/26/2022']","['Georgia', 'Louisville']","[1.0, 1.0]"
Trevin Wallace,Kentucky,334,2022-23,2,"[6, 12]","['10/08/2022', '11/26/2022']","['South Carolina', 'Louisville']","[1.0, 1.0]"
Quad Wilson,LSU,365,2022-23,1,[14],['01/02/2023'],['Purdue'],[1.0]
Greg Brooks Jr.,LSU,365,2022-23,2,"[5, 14]","['10/01/2022', '01/02/2023']","['Auburn', 'Purdue']","[1.0, 1.0]"
Micah Baskerville,LSU,365,2022-23,1,[2],['09/10/2022'],['Southern U.'],[1.0]
Jay Ward,LSU,365,2022-23,1,[3],['09/17/2022'],['Mississippi St.'],[1.0]
Joe Foucha,LSU,365,2022-23,1,[8],['10/22/2022'],['Ole Miss'],[1.0]
Harold Perkins Jr.,LSU,365,2022-23,1,[5],['10/01/2022'],['Auburn'],[1.0]
Jarrick Bernard-Converse,LSU,365,2022-23,2,"[9, 14]","['11/05/2022', '01/02/2023']","['Alabama', 'Purdue']","[1.0, 1.0]"
Cecil Singleton,Louisiana Tech,366,2022-23,1,[5],['10/08/2022'],['UTEP'],[1.0]
Maki Carabin,Louisiana Tech,366,2022-23,1,[1],['09/01/2022'],['Missouri'],[1.0]
Willie Roberts,Louisiana Tech,366,2022-23,4,"[4, 5, 9, 12]","['09/24/2022', '10/08/2022', '11/05/2022', '11/26/2022']","['South Alabama', 'UTEP', 'Middle Tenn.', 'UAB']","[1.0, 1.0, 1.0, 1.0]"
Jaiden Cole,Louisiana Tech,366,2022-23,1,[2],['09/10/2022'],['SFA'],[1.0]
Myles Brooks,Louisiana Tech,366,2022-23,2,"[5, 9]","['10/08/2022', '11/05/2022']","['UTEP', 'Middle Tenn.']","[1.0, 2.0]"
BeeJay Williamson,Louisiana Tech,366,2022-23,1,[6],['10/15/2022'],['North Texas'],[1.0]
Rance Conner,Louisville,367,2022-23,1,[3],['09/16/2022'],['Florida St.'],[1.0]
Yasir Abdullah,Louisville,367,2022-23,2,"[3, 7]","['09/16/2022', '10/22/2022']","['Florida St.', 'Pittsburgh']","[1.0, 1.0]"
M.J. Griffin,Louisville,367,2022-23,2,"[6, 7]","['10/08/2022', '10/22/2022']","['Virginia', 'Pittsburgh']","[1.0, 1.0]"
Quincy Riley,Louisville,367,2022-23,2,"[8, 11]","['10/29/2022', '11/19/2022']","['Wake Forest', 'NC State']","[2.0, 1.0]"
Kei'Trel Clark,Louisville,367,2022-23,1,[8],['10/29/2022'],['Wake Forest'],[1.0]
Chandler Jones,Louisville,367,2022-23,1,[4],['09/24/2022'],['South Fla.'],[1.0]
Josh Minkins,Louisville,367,2022-23,1,[4],['09/24/2022'],['South Fla.'],[1.0]
Monty Montgomery,Louisville,367,2022-23,2,"[5, 8]","['10/01/2022', '10/29/2022']","['Boston College', 'Wake Forest']","[1.0, 1.0]"
Jarvis Brownlee,Louisville,367,2022-23,2,"[2, 6]","['09/09/2022', '10/08/2022']","['UCF', 'Virginia']","[1.0, 1.0]"
Owen Porter,Marshall,388,2022-23,1,[2],['09/10/2022'],['Notre Dame'],[1.0]
Eli Neal,Marshall,388,2022-23,1,[11],['11/19/2022'],['Ga. Southern'],[1.0]
Micah Abraham,Marshall,388,2022-23,6,"[1, 2, 4, 7, 10, 13]","['09/03/2022', '09/10/2022', '09/24/2022', '10/22/2022', '11/12/2022', '12/19/2022']","['Norfolk St.', 'Notre Dame', 'Troy', 'James Madison', 'App State', 'UConn']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"Damion Barber, Jr.",Marshall,388,2022-23,1,[13],['12/19/2022'],['UConn'],[1.0]
Corey Gammage,Marshall,388,2022-23,1,[13],['12/19/2022'],['UConn'],[1.0]
Steven Gilmore,Marshall,388,2022-23,2,"[2, 5]","['09/10/2022', '10/01/2022']","['Notre Dame', 'Gardner-Webb']","[1.0, 2.0]"
Andre Sam,Marshall,388,2022-23,1,[7],['10/22/2022'],['James Madison'],[1.0]
Abraham Beauplan,Marshall,388,2022-23,1,[9],['11/05/2022'],['Old Dominion'],[1.0]
Joshua Bowers,Marshall,388,2022-23,1,[5],['10/01/2022'],['Gardner-Webb'],[1.0]
Charlie Gray,Marshall,388,2022-23,1,[7],['10/22/2022'],['James Madison'],[2.0]
Deonte Banks,Maryland,392,2022-23,1,[7],['10/15/2022'],['Indiana'],[1.0]
Beau Brade,Maryland,392,2022-23,2,"[3, 8]","['09/17/2022', '10/22/2022']","['SMU', 'Northwestern']","[1.0, 1.0]"
Fa'Najae Gotay,Maryland,392,2022-23,1,[13],['12/30/2022'],['NC State'],[1.0]
Dante Trader Jr.,Maryland,392,2022-23,2,"[3, 8]","['09/17/2022', '10/22/2022']","['SMU', 'Northwestern']","[1.0, 1.0]"
Tarheeb Still,Maryland,392,2022-23,1,[7],['10/15/2022'],['Indiana'],[1.0]
Jakorian Bennett,Maryland,392,2022-23,2,"[6, 13]","['10/08/2022', '12/30/2022']","['Purdue', 'NC State']","[1.0, 1.0]"
Josh Wallace,Massachusetts,400,2022-23,2,"[3, 7]","['09/17/2022', '10/15/2022']","['Stony Brook', 'Buffalo']","[1.0, 1.0]"
Tyler Rudolph,Massachusetts,400,2022-23,2,"[5, 10]","['10/01/2022', '11/12/2022']","['Eastern Mich.', 'Arkansas St.']","[1.0, 1.0]"
Noah Boykin,Massachusetts,400,2022-23,1,[4],['09/24/2022'],['Temple'],[1.0]
Jordan Mahoney,Massachusetts,400,2022-23,3,"[3, 4, 7]","['09/17/2022', '09/24/2022', '10/15/2022']","['Stony Brook', 'Temple', 'Buffalo']","[1.0, 1.0, 1.0]"
Jalen Mackie,Massachusetts,400,2022-23,1,[5],['10/01/2022'],['Eastern Mich.'],[1.0]
Davion Ross,Memphis,404,2022-23,1,[9],['11/05/2022'],['UCF'],[1.0]
Joel Williams,Memphis,404,2022-23,1,[13],['12/27/2022'],['Utah St.'],[1.0]
Tyler Murray,Memphis,404,2022-23,2,"[5, 10]","['10/01/2022', '11/10/2022']","['Temple', 'Tulsa']","[1.0, 1.0]"
Xavier Cullens,Memphis,404,2022-23,3,"[4, 5, 11]","['09/24/2022', '10/01/2022', '11/19/2022']","['North Texas', 'Temple', 'North Ala.']","[1.0, 1.0, 1.0]"
Sylvonta Oliver,Memphis,404,2022-23,2,"[2, 13]","['09/10/2022', '12/27/2022']","['Navy', 'Utah St.']","[1.0, 2.0]"
Quindell Johnson,Memphis,404,2022-23,4,"[1, 2, 6, 11]","['09/03/2022', '09/10/2022', '10/07/2022', '11/19/2022']","['Mississippi St.', 'Navy', 'Houston', 'North Ala.']","[1.0, 1.0, 1.0, 1.0]"
Jaylon Allen,Memphis,404,2022-23,1,[4],['09/24/2022'],['North Texas'],[1.0]
Cincir Evans,Memphis,404,2022-23,1,[5],['10/01/2022'],['Temple'],[1.0]
Corey Suttle,Miami (OH),414,2022-23,1,[12],['11/22/2022'],['Ball St.'],[1.0]
Eli Blakey,Miami (OH),414,2022-23,1,[1],['09/03/2022'],['Kentucky'],[1.0]
Rowan Zolman,Miami (OH),414,2022-23,1,[13],['12/16/2022'],['UAB'],[1.0]
Brian Ugwu,Miami (OH),414,2022-23,1,[12],['11/22/2022'],['Ball St.'],[1.0]
Ryan McWood,Miami (OH),414,2022-23,1,[2],['09/10/2022'],['Robert Morris'],[1.0]
Yahsyn McKee,Miami (OH),414,2022-23,2,"[5, 7]","['10/01/2022', '10/15/2022']","['Buffalo', 'Bowling Green']","[1.0, 1.0]"
Jacquez Warren,Miami (OH),414,2022-23,2,"[3, 9]","['09/17/2022', '10/29/2022']","['Cincinnati', 'Akron']","[1.0, 1.0]"
John Saunders Jr.,Miami (OH),414,2022-23,2,"[2, 11]","['09/10/2022', '11/16/2022']","['Robert Morris', 'NIU']","[1.0, 1.0]"
Tyrique Stevenson,Miami (FL),415,2022-23,2,"[2, 10]","['09/10/2022', '11/12/2022']","['Southern Miss.', 'Georgia Tech']","[1.0, 1.0]"
Keontra Smith,Miami (FL),415,2022-23,1,[5],['10/08/2022'],['North Carolina'],[1.0]
Leonard Taylor,Miami (FL),415,2022-23,1,[12],['11/26/2022'],['Pittsburgh'],[1.0]
Kamren Kinchens,Miami (FL),415,2022-23,4,"[1, 4, 5, 10]","['09/03/2022', '09/24/2022', '10/08/2022', '11/12/2022']","['Bethune-Cookman', 'Middle Tenn.', 'North Carolina', 'Georgia Tech']","[1.0, 1.0, 1.0, 3.0]"
Gilbert Frierson,Miami (FL),415,2022-23,1,[1],['09/03/2022'],['Bethune-Cookman'],[1.0]
James Williams,Miami (FL),415,2022-23,1,[1],['09/03/2022'],['Bethune-Cookman'],[1.0]
DJ Ivey,Miami (FL),415,2022-23,2,"[9, 11]","['11/05/2022', '11/19/2022']","['Florida St.', 'Clemson']","[1.0, 1.0]"
Charles Brantley,Michigan St.,416,2022-23,1,[6],['10/08/2022'],['Ohio St.'],[1.0]
Jacoby Windmon,Michigan St.,416,2022-23,1,[7],['10/15/2022'],['Wisconsin'],[1.0]
DJ Turner,Michigan,418,2022-23,1,[4],['09/24/2022'],['Maryland'],[1.0]
Makari Paige,Michigan,418,2022-23,1,[12],['11/26/2022'],['Ohio St.'],[1.0]
Will Johnson,Michigan,418,2022-23,2,"[9, 13]","['11/05/2022', '12/03/2022']","['Rutgers', 'Purdue']","[1.0, 2.0]"
Michael Barrett,Michigan,418,2022-23,1,[9],['11/05/2022'],['Rutgers'],[2.0]
Mike Sainristil,Michigan,418,2022-23,1,[14],['12/31/2022'],['TCU'],[1.0]
Taylor Upshaw,Michigan,418,2022-23,1,[12],['11/26/2022'],['Ohio St.'],[1.0]
R.J. Moten,Michigan,418,2022-23,1,[4],['09/24/2022'],['Maryland'],[1.0]
Rod Moore,Michigan,418,2022-23,4,"[1, 6, 8, 14]","['09/03/2022', '10/08/2022', '10/29/2022', '12/31/2022']","['Colorado St.', 'Indiana', 'Michigan St.', 'TCU']","[1.0, 1.0, 1.0, 1.0]"
Jordan Branch,Middle Tenn.,419,2022-23,1,[5],['09/30/2022'],['UTSA'],[1.0]
Zaylin Wood,Middle Tenn.,419,2022-23,1,[4],['09/24/2022'],['Miami (FL)'],[1.0]
Jakobe Thomas,Middle Tenn.,419,2022-23,3,"[8, 10, 12]","['10/29/2022', '11/12/2022', '11/26/2022']","['UTEP', 'Charlotte', 'FIU']","[1.0, 1.0, 2.0]"
Jalen Davis,Middle Tenn.,419,2022-23,1,[3],['09/17/2022'],['Tennessee St.'],[1.0]
Decorian Patterson,Middle Tenn.,419,2022-23,5,"[2, 4, 5, 12, 13]","['09/10/2022', '09/24/2022', '09/30/2022', '11/26/2022', '12/24/2022']","['Colorado St.', 'Miami (FL)', 'UTSA', 'FIU', 'San Diego St.']","[1.0, 1.0, 2.0, 2.0, 1.0]"
Tra Fluellen,Middle Tenn.,419,2022-23,2,"[2, 7]","['09/10/2022', '10/15/2022']","['Colorado St.', 'Western Ky.']","[1.0, 1.0]"
Teldrick Ross,Middle Tenn.,419,2022-23,2,"[9, 13]","['11/05/2022', '12/24/2022']","['Louisiana Tech', 'San Diego St.']","[1.0, 1.0]"
Jordan Ferguson,Middle Tenn.,419,2022-23,1,[13],['12/24/2022'],['San Diego St.'],[1.0]
Deonte Stanley,Middle Tenn.,419,2022-23,1,[3],['09/17/2022'],['Tennessee St.'],[1.0]
Ryan Stapp,Minnesota,428,2022-23,1,[10],['11/12/2022'],['Northwestern'],[1.0]
Terell Smith,Minnesota,428,2022-23,2,"[1, 9]","['09/01/2022', '11/05/2022']","['New Mexico St.', 'Nebraska']","[1.0, 1.0]"
Jordan Howden,Minnesota,428,2022-23,2,"[2, 5]","['09/10/2022', '10/01/2022']","['Western Ill.', 'Purdue']","[1.0, 1.0]"
Tyler Nubin,Minnesota,428,2022-23,3,"[5, 8, 10]","['10/01/2022', '10/29/2022', '11/12/2022']","['Purdue', 'Rutgers', 'Northwestern']","[1.0, 2.0, 1.0]"
Justin Walley,Minnesota,428,2022-23,3,"[4, 7, 12]","['09/24/2022', '10/22/2022', '11/26/2022']","['Michigan St.', 'Penn St.', 'Wisconsin']","[1.0, 1.0, 1.0]"
Danny Striggow,Minnesota,428,2022-23,1,[4],['09/24/2022'],['Michigan St.'],[1.0]
Coleman Bryson,Minnesota,428,2022-23,1,[13],['12/29/2022'],['Syracuse'],[1.0]
Nathaniel Watson,Mississippi St.,430,2022-23,1,[2],['09/10/2022'],['Arizona'],[1.0]
Jalen Green,Mississippi St.,430,2022-23,2,"[2, 11]","['09/10/2022', '11/19/2022']","['Arizona', 'ETSU']","[1.0, 1.0]"
Collin Duncan,Mississippi St.,430,2022-23,1,[10],['11/12/2022'],['Georgia'],[1.0]
Jackie Matthews,Mississippi St.,430,2022-23,2,"[6, 11]","['10/08/2022', '11/19/2022']","['Arkansas', 'ETSU']","[1.0, 1.0]"
Tyrus Wheat,Mississippi St.,430,2022-23,1,[10],['11/12/2022'],['Georgia'],[1.0]
Shawn Preston Jr.,Mississippi St.,430,2022-23,1,[4],['09/24/2022'],['Bowling Green'],[1.0]
Emmanuel Forbes,Mississippi St.,430,2022-23,5,"[2, 5, 6, 7, 11]","['09/10/2022', '10/01/2022', '10/08/2022', '10/15/2022', '11/19/2022']","['Arizona', 'Texas A&M', 'Arkansas', 'Kentucky', 'ETSU']","[1.0, 2.0, 1.0, 1.0, 1.0]"
A.J. Finley,Ole Miss,433,2022-23,2,"[3, 6]","['09/24/2022', '10/15/2022']","['Tulsa', 'Auburn']","[1.0, 1.0]"
Otis Reese,Ole Miss,433,2022-23,1,[11],['11/24/2022'],['Mississippi St.'],[1.0]
Trey Washington,Ole Miss,433,2022-23,1,[13],['12/28/2022'],['Texas Tech'],[1.0]
Deantre Prince,Ole Miss,433,2022-23,1,[6],['10/15/2022'],['Auburn'],[1.0]
Isheem Young,Ole Miss,433,2022-23,1,[12],['09/10/2022'],['Central Ark.'],[1.0]
Dashaun Jerkins,Ole Miss,433,2022-23,1,[12],['09/10/2022'],['Central Ark.'],[1.0]
Miles Battle,Ole Miss,433,2022-23,1,[1],['09/03/2022'],['Troy'],[1.0]
Dreyden Norwood,Missouri,434,2022-23,1,[8],['10/29/2022'],['South Carolina'],[1.0]
Ty'Ron Hopper,Missouri,434,2022-23,1,[1],['09/01/2022'],['Louisiana Tech'],[1.0]
Jaylon Carlies,Missouri,434,2022-23,3,"[1, 7, 13]","['09/01/2022', '10/22/2022', '12/23/2022']","['Louisiana Tech', 'Vanderbilt', 'Wake Forest']","[1.0, 1.0, 1.0]"
Jalani Williams,Missouri,434,2022-23,1,[11],['11/19/2022'],['New Mexico St.'],[1.0]
Ennis Rakestraw Jr.,Missouri,434,2022-23,1,[3],['09/17/2022'],['Abilene Christian'],[1.0]
Joseph Charleston,Missouri,434,2022-23,1,[1],['09/01/2022'],['Louisiana Tech'],[1.0]
Daylan Carnell,Missouri,434,2022-23,3,"[6, 11, 12]","['10/08/2022', '11/19/2022', '11/25/2022']","['Florida', 'New Mexico St.', 'Arkansas']","[1.0, 1.0, 1.0]"
Cam'Ron Kelly,North Carolina,457,2022-23,1,[10],['11/12/2022'],['Wake Forest'],[1.0]
Cedric Gray,North Carolina,457,2022-23,2,"[2, 5]","['09/03/2022', '10/01/2022']","['App State', 'Virginia Tech']","[1.0, 1.0]"
Power Echols,North Carolina,457,2022-23,1,[14],['12/28/2022'],['Oregon'],[1.0]
Will Hardy,North Carolina,457,2022-23,1,[7],['10/15/2022'],['Duke'],[1.0]
DeAndre Boykins,North Carolina,457,2022-23,1,[6],['10/08/2022'],['Miami (FL)'],[1.0]
Storm Duck,North Carolina,457,2022-23,3,"[1, 9, 11]","['08/27/2022', '11/05/2022', '11/19/2022']","['Florida A&M', 'Virginia', 'Georgia Tech']","[1.0, 1.0, 1.0]"
Lacy Williams,Charlotte,458,2022-23,1,[12],['11/19/2022'],['Louisiana Tech'],[1.0]
Bryson Whitehead,Charlotte,458,2022-23,1,[9],['10/29/2022'],['Rice'],[1.0]
Comanche Francisco,Charlotte,458,2022-23,1,[3],['09/10/2022'],['Maryland'],[1.0]
Solomon Rogers,Charlotte,458,2022-23,1,[11],['11/12/2022'],['Middle Tenn.'],[1.0]
Markees Watts,Charlotte,458,2022-23,1,[12],['11/19/2022'],['Louisiana Tech'],[1.0]
B.J. Turner,Charlotte,458,2022-23,1,[4],['09/17/2022'],['Georgia St.'],[1.0]
Geo Howard,Charlotte,458,2022-23,1,[7],['10/15/2022'],['UAB'],[1.0]
Wayne Jones,Charlotte,458,2022-23,2,"[5, 8]","['09/24/2022', '10/22/2022']","['South Carolina', 'FIU']","[1.0, 1.0]"
Chris Kolarevic,Nebraska,463,2022-23,1,[12],['11/25/2022'],['Iowa'],[1.0]
Malcolm Hartzog,Nebraska,463,2022-23,3,"[6, 7, 11]","['10/07/2022', '10/15/2022', '11/19/2022']","['Rutgers', 'Purdue', 'Wisconsin']","[1.0, 1.0, 1.0]"
Luke Reimer,Nebraska,463,2022-23,1,[5],['10/01/2022'],['Indiana'],[1.0]
Myles Farmer,Nebraska,463,2022-23,1,[6],['10/07/2022'],['Rutgers'],[1.0]
Marques Buford Jr.,Nebraska,463,2022-23,1,[3],['09/10/2022'],['Ga. Southern'],[2.0]
Brandon Moore,Nebraska,463,2022-23,1,[6],['10/07/2022'],['Rutgers'],[1.0]
Jerrae Williams,UNLV,465,2022-23,2,"[2, 4]","['09/10/2022', '09/24/2022']","['California', 'Utah St.']","[1.0, 1.0]"
Austin Ajiake,UNLV,465,2022-23,2,"[1, 4]","['08/27/2022', '09/24/2022']","['Idaho St.', 'Utah St.']","[1.0, 1.0]"
Jordyn Morgan,UNLV,465,2022-23,2,"[3, 5]","['09/17/2022', '09/30/2022']","['North Texas', 'New Mexico']","[1.0, 1.0]"
Ricky Johnson,UNLV,465,2022-23,1,[9],['11/05/2022'],['San Diego St.'],[1.0]
Nohl Williams,UNLV,465,2022-23,2,"[4, 8]","['09/24/2022', '10/22/2022']","['Utah St.', 'Notre Dame']","[2.0, 1.0]"
Johnathan Baldwin,UNLV,465,2022-23,1,[12],['11/26/2022'],['Nevada'],[1.0]
Cameron Oliver,UNLV,465,2022-23,3,"[3, 4, 5]","['09/17/2022', '09/24/2022', '09/30/2022']","['North Texas', 'Utah St.', 'New Mexico']","[1.0, 1.0, 1.0]"
BJ Harris,UNLV,465,2022-23,1,[12],['11/26/2022'],['Nevada'],[1.0]
Isaiah Essissima,Nevada,466,2022-23,1,[1],['08/27/2022'],['New Mexico St.'],[2.0]
Tyriq Mack,Nevada,466,2022-23,1,[6],['10/07/2022'],['Colorado St.'],[1.0]
Bentlee Sanders,Nevada,466,2022-23,4,"[1, 2, 3, 6]","['08/27/2022', '09/03/2022', '09/10/2022', '10/07/2022']","['New Mexico St.', 'Texas St.', 'UIW', 'Colorado St.']","[1.0, 2.0, 1.0, 1.0]"
Drue Watts,Nevada,466,2022-23,1,[12],['11/26/2022'],['UNLV'],[1.0]
Eli'jah Winston,Nevada,466,2022-23,1,[7],['10/15/2022'],['Hawaii'],[1.0]
Tyson Williams,Nevada,466,2022-23,1,[1],['08/27/2022'],['New Mexico St.'],[1.0]
Syrus Dumas,New Mexico St.,472,2022-23,2,"[4, 8]","['09/17/2022', '10/29/2022']","['Wisconsin', 'Massachusetts']","[1.0, 1.0]"
Donavan King,New Mexico St.,472,2022-23,1,[7],['10/15/2022'],['New Mexico'],[1.0]
Bryce Jackson,New Mexico St.,472,2022-23,2,"[9, 11]","['11/12/2022', '11/26/2022']","['Lamar University', 'Liberty']","[1.0, 1.0]"
Andre Seldon,New Mexico St.,472,2022-23,1,[9],['11/12/2022'],['Lamar University'],[1.0]
Trevor Brohard,New Mexico St.,472,2022-23,1,[13],['12/26/2022'],['Bowling Green'],[1.0]
Ronald Wilson,New Mexico,473,2022-23,2,"[1, 2]","['09/03/2022', '09/09/2022']","['Maine', 'Boise St.']","[1.0, 1.0]"
Ian Shewell,New Mexico,473,2022-23,1,[3],['09/17/2022'],['UTEP'],[1.0]
Reco Hannah,New Mexico,473,2022-23,1,[3],['09/17/2022'],['UTEP'],[1.0]
Jerrick Reed II,New Mexico,473,2022-23,1,[11],['11/18/2022'],['San Diego St.'],[1.0]
AJ Odums,New Mexico,473,2022-23,1,[5],['09/30/2022'],['UNLV'],[1.0]
A.J. Haulcy,New Mexico,473,2022-23,2,"[3, 8]","['09/17/2022', '10/22/2022']","['UTEP', 'Fresno St.']","[1.0, 1.0]"
Donte Martin,New Mexico,473,2022-23,1,[3],['09/17/2022'],['UTEP'],[1.0]
Shyheim Battle,NC State,490,2022-23,2,"[1, 6]","['09/03/2022', '10/08/2022']","['East Carolina', 'Florida St.']","[1.0, 1.0]"
Tyler Baker-Williams,NC State,490,2022-23,2,"[1, 2]","['09/03/2022', '09/10/2022']","['East Carolina', 'Charleston So.']","[1.0, 1.0]"
Jakeen Harris,NC State,490,2022-23,2,"[3, 9]","['09/17/2022', '11/05/2022']","['Texas Tech', 'Wake Forest']","[1.0, 1.0]"
Tanner Ingle,NC State,490,2022-23,2,"[7, 12]","['10/15/2022', '11/25/2022']","['Syracuse', 'North Carolina']","[1.0, 1.0]"
Devan Boykin,NC State,490,2022-23,1,[6],['10/08/2022'],['Florida St.'],[1.0]
