Overall Rank,Season Rank,Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Pass Yards
269.0,51.0,Andrew Ford,Massachusetts,400,2018-19,2,"[6, 8]","['09/29/2018', '10/20/2018']","['Ohio', 'Coastal Carolina']","[355.0, 326.0]"
443.0,76.0,Ross Comis,Massachusetts,400,2018-19,1,[10],['11/03/2018'],['Liberty'],[540.0]
269.0,51.0,Brady White,Memphis,404,2018-19,2,"[1, 9]","['09/01/2018', '11/03/2018']","['Mercer', 'East Carolina']","[358.0, 362.0]"
168.0,31.0,Gus Ragland,Miami (OH),414,2018-19,3,"[1, 8, 9]","['09/01/2018', '10/20/2018', '10/30/2018']","['Marshall', 'Army West Point', 'Buffalo']","[357.0, 329.0, 313.0]"
443.0,76.0,Rocky Lombardi,Michigan St.,416,2018-19,1,[8],['10/27/2018'],['Purdue'],[318.0]
269.0,51.0,Brian Lewerke,Michigan St.,416,2018-19,2,"[2, 5]","['09/08/2018', '10/06/2018']","['Arizona St.', 'Northwestern']","[314.0, 329.0]"
75.0,15.0,Brent Stockstill,Middle Tenn.,419,2018-19,5,"[2, 4, 9, 13, 14]","['09/08/2018', '10/05/2018', '11/10/2018', '12/01/2018', '12/15/2018']","['UT Martin', 'Marshall', 'UTEP', 'UAB', 'App State']","[407.0, 317.0, 352.0, 362.0, 330.0]"
443.0,76.0,Tanner Morgan,Minnesota,428,2018-19,1,[8],['10/26/2018'],['Indiana'],[302.0]
443.0,76.0,Keytaon Thompson,Mississippi St.,430,2018-19,1,[1],['09/01/2018'],['SFA'],[364.0]
12.0,4.0,Jordan Ta'amu,Ole Miss,433,2018-19,9,"[1, 2, 4, 6, 7, 8, 9, 10, 11]","['09/01/2018', '09/08/2018', '09/22/2018', '10/06/2018', '10/13/2018', '10/20/2018', '11/03/2018', '11/10/2018', '11/17/2018']","['Texas Tech', 'Southern Ill.', 'Kent St.', 'ULM', 'Arkansas', 'Auburn', 'South Carolina', 'Texas A&M', 'Vanderbilt']","[336.0, 448.0, 442.0, 374.0, 387.0, 324.0, 379.0, 373.0, 457.0]"
113.0,22.0,Drew Lock,Missouri,434,2018-19,4,"[2, 3, 7, 13]","['09/08/2018', '09/15/2018', '10/20/2018', '12/31/2018']","['Wyoming', 'Purdue', 'Memphis', 'Oklahoma St.']","[398.0, 375.0, 350.0, 373.0]"
168.0,31.0,Nathan Elliott,North Carolina,457,2018-19,3,"[3, 6, 10]","['09/22/2018', '10/20/2018', '11/17/2018']","['Pittsburgh', 'Syracuse', 'Western Caro.']","[313.0, 321.0, 308.0]"
269.0,51.0,Adrian Martinez,Nebraska,463,2018-19,2,"[4, 5]","['09/29/2018', '10/06/2018']","['Purdue', 'Wisconsin']","[323.0, 384.0]"
443.0,76.0,Max Gilliam,UNLV,465,2018-19,1,[7],['10/27/2018'],['San Jose St.'],[387.0]
75.0,15.0,Ty Gangi,Nevada,466,2018-19,5,"[1, 4, 7, 10, 11]","['08/31/2018', '09/22/2018', '10/13/2018', '11/10/2018', '11/17/2018']","['Portland St.', 'Toledo', 'Boise St.', 'Colorado St.', 'San Jose St.']","[342.0, 320.0, 304.0, 404.0, 314.0]"
168.0,31.0,Josh Adkins,New Mexico St.,472,2018-19,3,"[6, 10, 12]","['10/06/2018', '11/03/2018', '11/24/2018']","['Liberty', 'Alcorn', 'Liberty']","[402.0, 396.0, 313.0]"
443.0,76.0,Sheriron Jones,New Mexico,473,2018-19,1,[4],['09/29/2018'],['Liberty'],[312.0]
443.0,76.0,Tevaka Tuioti,New Mexico,473,2018-19,1,[1],['09/01/2018'],['UIW'],[327.0]
18.0,6.0,Ryan Finley,NC State,490,2018-19,8,"[1, 2, 3, 5, 7, 9, 10, 12]","['09/01/2018', '09/08/2018', '09/22/2018', '10/06/2018', '10/27/2018', '11/08/2018', '11/17/2018', '12/01/2018']","['James Madison', 'Georgia St.', 'Marshall', 'Boston College', 'Syracuse', 'Wake Forest', 'Louisville', 'East Carolina']","[309.0, 370.0, 377.0, 308.0, 473.0, 374.0, 316.0, 409.0]"
75.0,15.0,Mason Fine,North Texas,497,2018-19,5,"[1, 2, 8, 9, 12]","['09/01/2018', '09/08/2018', '10/20/2018', '10/27/2018', '11/24/2018']","['SMU', 'UIW', 'UAB', 'Rice', 'UTSA']","[444.0, 418.0, 336.0, 333.0, 320.0]"
168.0,31.0,Caleb Evans,ULM,498,2018-19,3,"[1, 8, 9]","['08/30/2018', '11/03/2018', '11/10/2018']","['Southeastern La.', 'Ga. Southern', 'South Alabama']","[346.0, 337.0, 367.0]"
443.0,76.0,Marcus Childers,NIU,503,2018-19,1,[13],['11/30/2018'],['Buffalo'],[300.0]
168.0,31.0,Clayton Thorson,Northwestern,509,2018-19,3,"[3, 5, 6]","['09/15/2018', '10/06/2018', '10/13/2018']","['Akron', 'Michigan St.', 'Nebraska']","[383.0, 373.0, 455.0]"
113.0,22.0,Ian Book,Notre Dame,513,2018-19,4,"[4, 8, 9, 12]","['09/22/2018', '10/27/2018', '11/03/2018', '11/24/2018']","['Wake Forest', 'Navy', 'Northwestern', 'Southern California']","[325.0, 330.0, 343.0, 352.0]"
12.0,4.0,Dwayne Haskins,Ohio St.,518,2018-19,9,"[1, 3, 4, 6, 7, 8, 11, 12, 13]","['09/01/2018', '09/15/2018', '09/22/2018', '10/06/2018', '10/13/2018', '10/20/2018', '11/17/2018', '11/24/2018', '12/01/2018']","['Oregon St.', 'TCU', 'Tulane', 'Indiana', 'Minnesota', 'Purdue', 'Maryland', 'Michigan', 'Northwestern']","[313.0, 344.0, 304.0, 455.0, 412.0, 470.0, 405.0, 396.0, 499.0]"
28.0,7.0,Taylor Cornelius,Oklahoma St.,521,2018-19,7,"[1, 2, 5, 8, 10, 11, 13]","['08/30/2018', '09/08/2018', '09/29/2018', '10/27/2018', '11/10/2018', '11/17/2018', '12/31/2018']","['Missouri St.', 'South Alabama', 'Kansas', 'Texas', 'Oklahoma', 'West Virginia', 'Missouri']","[300.0, 428.0, 312.0, 321.0, 501.0, 338.0, 336.0]"
6.0,2.0,Kyler Murray,Oklahoma,522,2018-19,10,"[2, 3, 5, 6, 8, 9, 10, 12, 13, 14]","['09/08/2018', '09/15/2018', '09/29/2018', '10/06/2018', '10/27/2018', '11/03/2018', '11/10/2018', '11/23/2018', '12/01/2018', '12/29/2018']","['UCLA', 'Iowa St.', 'Baylor', 'Texas', 'Kansas St.', 'Texas Tech', 'Oklahoma St.', 'West Virginia', 'Texas', 'Alabama']","[306.0, 348.0, 432.0, 304.0, 352.0, 360.0, 349.0, 364.0, 379.0, 308.0]"
48.0,13.0,Blake LaRussa,Old Dominion,523,2018-19,6,"[4, 6, 8, 9, 10, 12]","['09/22/2018', '10/06/2018', '10/20/2018', '10/27/2018', '11/10/2018', '11/24/2018']","['Virginia Tech', 'Fla. Atlantic', 'Western Ky.', 'Middle Tenn.', 'North Texas', 'Rice']","[495.0, 390.0, 327.0, 333.0, 301.0, 312.0]"
269.0,51.0,Jake Luton,Oregon St.,528,2018-19,2,"[8, 9]","['10/27/2018', '11/03/2018']","['Colorado', 'Southern California']","[310.0, 301.0]"
269.0,51.0,Justin Herbert,Oregon,529,2018-19,2,"[3, 4]","['09/15/2018', '09/22/2018']","['San Jose St.', 'Stanford']","[309.0, 346.0]"
443.0,76.0,Kenny Pickett,Pittsburgh,545,2018-19,1,[11],['11/17/2018'],['Wake Forest'],[316.0]
28.0,7.0,David Blough,Purdue,559,2018-19,7,"[3, 5, 6, 7, 9, 11, 12]","['09/15/2018', '09/29/2018', '10/13/2018', '10/20/2018', '11/03/2018', '11/17/2018', '11/24/2018']","['Missouri', 'Nebraska', 'Illinois', 'Ohio St.', 'Iowa', 'Wisconsin', 'Indiana']","[572.0, 328.0, 377.0, 378.0, 333.0, 386.0, 310.0]"
443.0,76.0,Wiley Green,Rice,574,2018-19,1,[10],['11/03/2018'],['UTEP'],[313.0]
443.0,76.0,Michael Carrillo,San Jose St.,630,2018-19,1,[12],['11/24/2018'],['Fresno St.'],[302.0]
269.0,51.0,Josh Love,San Jose St.,630,2018-19,2,"[4, 8]","['09/29/2018', '10/27/2018']","['Hawaii', 'UNLV']","[451.0, 335.0]"
443.0,76.0,Evan Orth,South Alabama,646,2018-19,1,[4],['09/22/2018'],['Memphis'],[360.0]
168.0,31.0,Jake Bentley,South Carolina,648,2018-19,3,"[8, 10, 11]","['11/03/2018', '11/17/2018', '11/24/2018']","['Ole Miss', 'Chattanooga', 'Clemson']","[363.0, 339.0, 510.0]"
168.0,31.0,Blake Barnett,South Fla.,651,2018-19,3,"[1, 3, 9]","['09/01/2018', '09/15/2018', '11/03/2018']","['Elon', 'Illinois', 'Tulane']","[305.0, 411.0, 338.0]"
168.0,31.0,JT Daniels,Southern California,657,2018-19,3,"[3, 11, 12]","['09/15/2018', '11/17/2018', '11/24/2018']","['Texas', 'UCLA', 'Notre Dame']","[322.0, 337.0, 349.0]"
113.0,22.0,Ben Hicks,SMU,663,2018-19,4,"[8, 9, 11, 12]","['10/27/2018', '11/03/2018', '11/16/2018', '11/24/2018']","['Cincinnati', 'Houston', 'Memphis', 'Tulsa']","[328.0, 318.0, 344.0, 319.0]"
443.0,76.0,William Brown,SMU,663,2018-19,1,[5],['09/29/2018'],['Houston Christian'],[309.0]
168.0,31.0,Jack Abraham,Southern Miss.,664,2018-19,3,"[2, 3, 5]","['09/08/2018', '09/22/2018', '10/13/2018']","['ULM', 'Rice', 'North Texas']","[378.0, 428.0, 318.0]"
443.0,76.0,Willie Jones III,Texas St.,670,2018-19,1,[9],['11/03/2018'],['Georgia St.'],[325.0]
443.0,76.0,Andre Nunez,Louisiana,671,2018-19,1,[6],['10/13/2018'],['New Mexico St.'],[315.0]
28.0,7.0,K.J. Costello,Stanford,674,2018-19,7,"[1, 4, 6, 8, 9, 10, 12]","['08/31/2018', '09/22/2018', '10/06/2018', '10/27/2018', '11/03/2018', '11/10/2018', '11/24/2018']","['San Diego St.', 'Oregon', 'Utah', 'Washington St.', 'Washington', 'Oregon St.', 'UCLA']","[332.0, 327.0, 381.0, 323.0, 347.0, 342.0, 344.0]"
168.0,31.0,Eric Dungey,Syracuse,688,2018-19,3,"[8, 12, 13]","['10/27/2018', '11/24/2018', '12/28/2018']","['NC State', 'Boston College', 'West Virginia']","[411.0, 362.0, 303.0]"
269.0,51.0,Anthony Russo,Temple,690,2018-19,2,"[7, 9]","['10/13/2018', '11/01/2018']","['Navy', 'UCF']","[300.0, 444.0]"
443.0,76.0,Jarrett Guarantano,Tennessee,694,2018-19,1,[6],['10/13/2018'],['Auburn'],[328.0]
269.0,51.0,Kellen Mond,Texas A&M,697,2018-19,2,"[2, 7]","['09/08/2018', '10/13/2018']","['Clemson', 'South Carolina']","[430.0, 353.0]"
443.0,76.0,Shawn Robinson,TCU,698,2018-19,1,[3],['09/15/2018'],['Ohio St.'],[308.0]
443.0,76.0,Mike Collins,TCU,698,2018-19,1,[8],['10/27/2018'],['Kansas'],[351.0]
113.0,22.0,Alan Bowman,Texas Tech,700,2018-19,4,"[3, 4, 7, 8]","['09/15/2018', '09/22/2018', '10/20/2018', '10/27/2018']","['Houston', 'Oklahoma St.', 'Kansas', 'Iowa St.']","[605.0, 397.0, 408.0, 323.0]"
443.0,76.0,Jett Duffey,Texas Tech,700,2018-19,1,[10],['11/10/2018'],['Texas'],[444.0]
113.0,22.0,Sam Ehlinger,Texas,703,2018-19,4,"[6, 9, 10, 13]","['10/06/2018', '11/03/2018', '11/10/2018', '12/01/2018']","['Oklahoma', 'West Virginia', 'Texas Tech', 'Oklahoma']","[314.0, 354.0, 312.0, 349.0]"
443.0,76.0,Ryan Metz,UTEP,704,2018-19,1,[6],['10/06/2018'],['North Texas'],[313.0]
443.0,76.0,Brandon Jones,UTEP,704,2018-19,1,[11],['11/17/2018'],['Western Ky.'],[340.0]
443.0,76.0,Eli Peters,Toledo,709,2018-19,1,[9],['10/31/2018'],['Ball St.'],[327.0]
269.0,51.0,Sawyer Smith,Troy,716,2018-19,2,"[9, 13]","['11/03/2018', '12/22/2018']","['Louisiana', 'Buffalo']","[317.0, 320.0]"
443.0,76.0,J. McMILLAN,Tulane,718,2018-19,1,[10],['11/10/2018'],['East Carolina'],[372.0]
28.0,7.0,Jordan Love,Utah St.,731,2018-19,7,"[1, 4, 6, 8, 10, 12, 13]","['08/31/2018', '09/22/2018', '10/13/2018', '10/27/2018', '11/10/2018', '11/24/2018', '12/15/2018']","['Michigan St.', 'Air Force', 'UNLV', 'New Mexico', 'San Jose St.', 'Boise St.', 'North Texas']","[319.0, 356.0, 322.0, 448.0, 491.0, 363.0, 359.0]"
443.0,76.0,Tyler Huntley,Utah,732,2018-19,1,[7],['10/20/2018'],['Southern California'],[341.0]
443.0,76.0,Jason Shelley,Utah,732,2018-19,1,[14],['12/31/2018'],['Northwestern'],[302.0]
269.0,51.0,Kyle Shurmur,Vanderbilt,736,2018-19,2,"[3, 12]","['09/15/2018', '11/24/2018']","['Notre Dame', 'Tennessee']","[326.0, 367.0]"
168.0,31.0,Ryan Willis,Virginia Tech,742,2018-19,3,"[4, 5, 12]","['09/29/2018', '10/06/2018', '12/01/2018']","['Duke', 'Notre Dame', 'Marshall']","[332.0, 309.0, 312.0]"
443.0,76.0,Bryce Perkins,Virginia,746,2018-19,1,[3],['09/15/2018'],['Ohio'],[379.0]
443.0,76.0,Sam Hartman,Wake Forest,749,2018-19,1,[1],['08/30/2018'],['Tulane'],[378.0]
443.0,76.0,Jamie Newman,Wake Forest,749,2018-19,1,[13],['12/22/2018'],['Memphis'],[328.0]
4.0,1.0,Gardner Minshew II,Washington St.,754,2018-19,11,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","['09/01/2018', '09/08/2018', '09/15/2018', '09/21/2018', '09/29/2018', '10/06/2018', '10/20/2018', '10/27/2018', '11/03/2018', '11/10/2018', '11/17/2018']","['Wyoming', 'San Jose St.', 'Eastern Wash.', 'Southern California', 'Utah', 'Oregon St.', 'Oregon', 'Stanford', 'California', 'Colorado', 'Arizona']","[319.0, 414.0, 470.0, 344.0, 445.0, 430.0, 323.0, 438.0, 337.0, 335.0, 473.0]"
269.0,51.0,Jake Browning,Washington,756,2018-19,2,"[2, 14]","['09/08/2018', '01/01/2019']","['North Dakota', 'Ohio St.']","[313.0, 313.0]"
6.0,2.0,Will Grier,West Virginia,768,2018-19,10,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['09/01/2018', '09/08/2018', '09/22/2018', '09/29/2018', '10/06/2018', '10/25/2018', '11/03/2018', '11/10/2018', '11/17/2018', '11/23/2018']","['Tennessee', 'Youngstown St.', 'Kansas St.', 'Texas Tech', 'Kansas', 'Baylor', 'Texas', 'TCU', 'Oklahoma St.', 'Oklahoma']","[429.0, 332.0, 356.0, 370.0, 332.0, 353.0, 346.0, 343.0, 364.0, 539.0]"
443.0,76.0,Drew Eckels,Western Ky.,772,2018-19,1,[2],['09/08/2018'],['Maine'],[347.0]
269.0,51.0,Jon Wassink,Western Mich.,774,2018-19,2,"[1, 5]","['08/31/2018', '09/29/2018']","['Syracuse', 'Miami (OH)']","[379.0, 439.0]"
75.0,15.0,Stephen Calvert,Liberty,355,2018-19,5,"[1, 2, 5, 6, 8]","['09/01/2018', '09/08/2018', '09/29/2018', '10/06/2018', '10/20/2018']","['Old Dominion', 'Army West Point', 'New Mexico', 'New Mexico St.', 'Idaho St.']","[345.0, 307.0, 417.0, 365.0, 362.0]"
